,depth,depth2,p_sex,p_sex2,p_age_range,median_growth,median_wage,count2
0,,41,,2,90~94,,,0.0
0,,41,,2,95~99,,,0.0
0,42.0,42,1.0,1,20~24,26.78,140.0,5.0
0,42.0,42,1.0,1,25~29,9.99,196.0,22.0
0,42.0,42,1.0,1,30~34,-0.31,246.0,29.0
0,42.0,42,1.0,1,35~39,6.21,258.0,50.0
0,42.0,42,1.0,1,40~44,8.88,285.0,47.0
0,42.0,42,1.0,1,45~49,5.34,325.0,47.0
0,42.0,42,1.0,1,50~54,2.38,208.0,46.0
0,42.0,42,1.0,1,55~59,-1.43,198.0,63.0
0,42.0,42,1.0,1,60~64,-1.86,159.0,53.0
0,42.0,42,1.0,1,65~69,-0.05,123.5,65.0
0,42.0,42,1.0,1,70~74,-1.72,84.0,47.0
0,42.0,42,1.0,1,75~79,2.94,61.0,20.0
0,42.0,42,1.0,1,80~84,1.84,60.0,3.0
0,,42,,1,85~89,,,0.0
0,,42,,1,90~94,,,0.0
0,,42,,1,95~99,,,0.0
0,42.0,42,2.0,2,20~24,10.93,132.6,82.0
0,42.0,42,2.0,2,25~29,14.83,164.1,115.0
0,42.0,42,2.0,2,30~34,4.12,199.5,137.0
0,42.0,42,2.0,2,35~39,3.1,170.7,135.0
0,42.0,42,2.0,2,40~44,3.05,161.8,186.0
0,42.0,42,2.0,2,45~49,3.46,156.0,226.0
0,42.0,42,2.0,2,50~54,4.05,158.5,281.0
0,42.0,42,2.0,2,55~59,3.59,154.0,341.0
0,42.0,42,2.0,2,60~64,4.95,150.0,311.0
0,42.0,42,2.0,2,65~69,2.67,134.9,164.0
0,42.0,42,2.0,2,70~74,2.11,111.8,61.0
0,42.0,42,2.0,2,75~79,-2.03,69.0,24.0
0,,42,,2,80~84,,,0.0
0,,42,,2,85~89,,,0.0
0,,42,,2,90~94,,,0.0
0,,42,,2,95~99,,,0.0
0,43.0,43,1.0,1,20~24,-17.67,107.6,22.0
0,43.0,43,1.0,1,25~29,10.15,177.0,45.0
0,43.0,43,1.0,1,30~34,10.88,252.0,54.0
0,43.0,43,1.0,1,35~39,8.97,318.1,45.0
0,43.0,43,1.0,1,40~44,2.21,291.0,68.0
0,43.0,43,1.0,1,45~49,0.9,268.6,74.0
0,43.0,43,1.0,1,50~54,5.02,280.0,60.0
0,43.0,43,1.0,1,55~59,2.14,265.0,45.0
0,43.0,43,1.0,1,60~64,-0.11,221.0,36.0
0,43.0,43,1.0,1,65~69,-2.31,172.0,28.0
0,43.0,43,1.0,1,70~74,-30.28,215.0,7.0
0,43.0,43,1.0,1,75~79,-29.29,35.5,3.0
0,,43,,1,80~84,,,0.0
0,,43,,1,85~89,,,0.0
0,,43,,1,90~94,,,0.0
0,,43,,1,95~99,,,0.0
0,43.0,43,2.0,2,20~24,14.97,127.5,12.0
0,43.0,43,2.0,2,25~29,12.57,231.6,29.0
0,43.0,43,2.0,2,30~34,6.04,252.9,30.0
0,43.0,43,2.0,2,35~39,10.55,232.0,22.0
0,43.0,43,2.0,2,40~44,-1.56,166.8,14.0
0,43.0,43,2.0,2,45~49,15.76,220.0,23.0
0,43.0,43,2.0,2,50~54,-8.73,181.0,32.0
0,43.0,43,2.0,2,55~59,-2.13,190.0,43.0
0,43.0,43,2.0,2,60~64,-2.1,348.0,21.0
0,43.0,43,2.0,2,65~69,6.33,214.0,20.0
0,43.0,43,2.0,2,70~74,7.23,260.0,6.0
0,43.0,43,2.0,2,75~79,-0.5,200.0,3.0
0,,43,,2,80~84,,,0.0
0,,43,,2,85~89,,,0.0
0,,43,,2,90~94,,,0.0
0,,43,,2,95~99,,,0.0
0,44.0,44,1.0,1,20~24,12.15,142.9,90.0
0,44.0,44,1.0,1,25~29,10.78,210.0,171.0
0,44.0,44,1.0,1,30~34,6.24,244.0,169.0
0,44.0,44,1.0,1,35~39,6.52,295.0,232.0
0,44.0,44,1.0,1,40~44,5.0,300.0,232.0
0,44.0,44,1.0,1,45~49,4.1,302.0,213.0
0,44.0,44,1.0,1,50~54,1.74,305.0,151.0
0,44.0,44,1.0,1,55~59,-1.56,310.0,124.0
0,44.0,44,1.0,1,60~64,1.1,275.0,105.0
0,44.0,44,1.0,1,65~69,0.35,235.0,41.0
0,44.0,44,1.0,1,70~74,1.38,185.0,27.0
0,44.0,44,1.0,1,75~79,7.13,296.0,6.0
0,,44,,1,80~84,,,0.0
0,,44,,1,85~89,,,0.0
0,,44,,1,90~94,,,0.0
0,,44,,1,95~99,,,0.0
0,44.0,44,2.0,2,20~24,4.92,147.0,83.0
0,44.0,44,2.0,2,25~29,9.36,166.8,116.0
0,44.0,44,2.0,2,30~34,2.71,164.0,102.0
0,44.0,44,2.0,2,35~39,3.19,161.3,174.0
0,44.0,44,2.0,2,40~44,3.01,153.0,371.0
0,44.0,44,2.0,2,45~49,3.57,155.8,550.0
0,44.0,44,2.0,2,50~54,4.58,163.6,721.0
0,44.0,44,2.0,2,55~59,4.85,181.0,639.0
0,44.0,44,2.0,2,60~64,1.9,154.0,413.0
0,44.0,44,2.0,2,65~69,0.0,147.0,148.0
0,44.0,44,2.0,2,70~74,2.19,132.7,63.0
0,44.0,44,2.0,2,75~79,3.04,119.0,23.0
0,44.0,44,2.0,2,80~84,0.0,60.0,2.0
0,,44,,2,85~89,,,0.0
0,,44,,2,90~94,,,0.0
0,,44,,2,95~99,,,0.0
0,51.0,51,1.0,1,20~24,0.0,160.62,11.0
0,51.0,51,1.0,1,25~29,11.72,198.5,125.0
0,51.0,51,1.0,1,30~34,6.79,233.5,222.0
0,51.0,51,1.0,1,35~39,6.34,289.0,311.0
0,51.0,51,1.0,1,40~44,5.01,324.0,342.0
0,51.0,51,1.0,1,45~49,3.43,300.0,280.0
0,51.0,51,1.0,1,50~54,2.03,323.0,222.0
0,51.0,51,1.0,1,55~59,-0.76,280.0,108.0
0,51.0,51,1.0,1,60~64,1.32,287.0,66.0
0,51.0,51,1.0,1,65~69,3.55,320.0,31.0
0,51.0,51,1.0,1,70~74,0.55,197.5,26.0
0,51.0,51,1.0,1,75~79,-1.21,136.2,10.0
0,,51,,1,80~84,,,0.0
0,,51,,1,85~89,,,0.0
0,,51,,1,90~94,,,0.0
0,,51,,1,95~99,,,0.0
0,51.0,51,2.0,2,20~24,10.55,143.75,7.0
0,51.0,51,2.0,2,25~29,30.46,166.8,16.0
0,51.0,51,2.0,2,30~34,38.48,255.0,18.0
0,51.0,51,2.0,2,35~39,12.93,205.4,88.0
0,51.0,51,2.0,2,40~44,2.76,200.0,141.0
0,51.0,51,2.0,2,45~49,0.9,240.0,206.0
0,51.0,51,2.0,2,50~54,1.49,226.0,162.0
0,51.0,51,2.0,2,55~59,1.68,197.1,113.0
0,51.0,51,2.0,2,60~64,2.43,176.0,71.0
0,51.0,51,2.0,2,65~69,2.75,216.0,29.0
0,51.0,51,2.0,2,70~74,-0.97,145.0,13.0
0,51.0,51,2.0,2,75~79,-12.83,50.0,1.0
0,,51,,2,80~84,,,0.0
0,,51,,2,85~89,,,0.0
0,,51,,2,90~94,,,0.0
0,,51,,2,95~99,,,0.0
0,52.0,52,1.0,1,20~24,8.33,136.0,81.0
0,52.0,52,1.0,1,25~29,6.38,190.2,234.0
0,52.0,52,1.0,1,30~34,5.61,223.0,393.0
0,52.0,52,1.0,1,35~39,7.06,285.0,563.0
0,52.0,52,1.0,1,40~44,5.38,321.0,555.0
0,52.0,52,1.0,1,45~49,4.78,381.5,436.0
0,52.0,52,1.0,1,50~54,1.07,345.0,459.0
0,52.0,52,1.0,1,55~59,0.0,300.0,423.0
0,52.0,52,1.0,1,60~64,0.98,250.0,345.0
0,52.0,52,1.0,1,65~69,3.06,168.0,212.0
0,52.0,52,1.0,1,70~74,1.72,151.0,134.0
0,52.0,52,1.0,1,75~79,-0.59,120.0,52.0
0,52.0,52,1.0,1,80~84,-5.34,151.0,17.0
0,52.0,52,1.0,1,85~89,-4.36,300.0,2.0
0,,52,,1,90~94,,,0.0
0,,52,,1,95~99,,,0.0
0,52.0,52,2.0,2,20~24,2.89,139.2,159.0
0,52.0,52,2.0,2,25~29,4.15,158.5,205.0
0,52.0,52,2.0,2,30~34,3.67,174.0,191.0
0,52.0,52,2.0,2,35~39,5.5,160.1,310.0
0,52.0,52,2.0,2,40~44,4.26,163.5,426.0
0,52.0,52,2.0,2,45~49,4.17,151.0,531.0
0,52.0,52,2.0,2,50~54,4.34,150.0,552.0
0,52.0,52,2.0,2,55~59,4.64,160.0,406.0
0,52.0,52,2.0,2,60~64,2.1,150.0,240.0
0,52.0,52,2.0,2,65~69,2.43,122.0,124.0
0,52.0,52,2.0,2,70~74,1.7,88.0,76.0
0,52.0,52,2.0,2,75~79,0.73,92.0,43.0
0,52.0,52,2.0,2,80~84,-2.86,58.0,17.0
0,52.0,52,2.0,2,85~89,-20.63,50.0,1.0
0,,52,,2,90~94,,,0.0
0,,52,,2,95~99,,,0.0
0,53.0,53,1.0,1,20~24,-6.67,145.62,28.0
0,53.0,53,1.0,1,25~29,10.08,179.2,79.0
0,53.0,53,1.0,1,30~34,8.11,215.0,69.0
0,53.0,53,1.0,1,35~39,5.43,240.0,78.0
0,53.0,53,1.0,1,40~44,4.38,278.0,57.0
0,53.0,53,1.0,1,45~49,3.02,275.0,48.0
0,53.0,53,1.0,1,50~54,7.56,190.0,30.0
0,53.0,53,1.0,1,55~59,0.15,160.0,37.0
0,53.0,53,1.0,1,60~64,3.75,124.0,32.0
0,53.0,53,1.0,1,65~69,4.24,119.0,19.0
0,53.0,53,1.0,1,70~74,11.67,114.0,9.0
0,53.0,53,1.0,1,75~79,4.02,180.0,8.0
0,53.0,53,1.0,1,80~84,-3.0,200.0,4.0
0,,53,,1,85~89,,,0.0
0,,53,,1,90~94,,,0.0
0,,53,,1,95~99,,,0.0
0,53.0,53,2.0,2,20~24,11.7,155.0,24.0
0,53.0,53,2.0,2,25~29,6.48,157.6,56.0
0,53.0,53,2.0,2,30~34,10.16,165.5,61.0
0,53.0,53,2.0,2,35~39,4.61,150.3,70.0
0,53.0,53,2.0,2,40~44,6.03,154.5,92.0
0,53.0,53,2.0,2,45~49,4.81,189.0,91.0
0,53.0,53,2.0,2,50~54,4.83,181.0,90.0
0,53.0,53,2.0,2,55~59,4.99,141.5,52.0
0,53.0,53,2.0,2,60~64,1.92,116.6,37.0
0,53.0,53,2.0,2,65~69,-14.91,80.5,34.0
0,53.0,53,2.0,2,70~74,-8.86,61.0,16.0
0,53.0,53,2.0,2,75~79,-9.54,95.0,7.0
0,53.0,53,2.0,2,80~84,,35.0,2.0
0,53.0,53,2.0,2,85~89,0.0,30.0,2.0
0,,53,,2,90~94,,,0.0
0,,53,,2,95~99,,,0.0
0,61.0,61,1.0,1,20~24,45.71,175.0,6.0
0,61.0,61,1.0,1,25~29,13.88,182.0,16.0
0,61.0,61,1.0,1,30~34,4.35,188.0,29.0
0,61.0,61,1.0,1,35~39,8.59,277.0,50.0
0,61.0,61,1.0,1,40~44,4.29,275.0,106.0
0,61.0,61,1.0,1,45~49,5.68,245.0,141.0
0,61.0,61,1.0,1,50~54,2.47,250.0,255.0
0,61.0,61,1.0,1,55~59,2.55,234.0,342.0
0,61.0,61,1.0,1,60~64,0.25,178.0,467.0
0,61.0,61,1.0,1,65~69,0.29,130.5,592.0
0,61.0,61,1.0,1,70~74,2.6,100.0,502.0
0,61.0,61,1.0,1,75~79,-0.82,74.5,336.0
0,61.0,61,1.0,1,80~84,-0.33,53.5,128.0
0,61.0,61,1.0,1,85~89,-1.55,35.3,23.0
0,,61,,1,90~94,,,0.0
0,,61,,1,95~99,,,0.0
0,,61,,2,20~24,,,0.0
0,,61,,2,25~29,,,0.0
0,61.0,61,2.0,2,30~34,0.0,100.0,4.0
0,,61,,2,35~39,,,0.0
0,61.0,61,2.0,2,40~44,,250.0,1.0
0,61.0,61,2.0,2,45~49,-6.23,119.38,11.0
0,61.0,61,2.0,2,50~54,8.14,124.5,28.0
0,61.0,61,2.0,2,55~59,2.88,115.9,35.0
0,61.0,61,2.0,2,60~64,-3.06,61.7,67.0
0,61.0,61,2.0,2,65~69,0.61,57.0,85.0
0,61.0,61,2.0,2,70~74,0.0,48.0,105.0
0,61.0,61,2.0,2,75~79,0.79,42.7,98.0
0,61.0,61,2.0,2,80~84,0.6,36.8,45.0
0,61.0,61,2.0,2,85~89,0.19,40.0,6.0
0,61.0,61,2.0,2,90~94,,40.0,1.0
0,,61,,2,95~99,,,0.0
0,,62,,1,20~24,,,0.0
0,,62,,1,25~29,,,0.0
0,,62,,1,30~34,,,0.0
0,,62,,1,35~39,,,0.0
0,62.0,62,1.0,1,40~44,,100.0,1.0
0,62.0,62,1.0,1,45~49,7.92,122.5,5.0
0,62.0,62,1.0,1,50~54,8.51,162.0,7.0
0,62.0,62,1.0,1,55~59,5.49,193.0,14.0
0,62.0,62,1.0,1,60~64,8.05,213.1,9.0
0,62.0,62,1.0,1,65~69,-1.26,136.0,9.0
0,62.0,62,1.0,1,70~74,4.34,142.0,7.0
0,62.0,62,1.0,1,75~79,-5.13,180.0,1.0
0,,62,,1,80~84,,,0.0
0,,62,,1,85~89,,,0.0
0,,62,,1,90~94,,,0.0
0,,62,,1,95~99,,,0.0
0,,62,,2,20~24,,,0.0
0,,62,,2,25~29,,,0.0
0,,62,,2,30~34,,,0.0
0,,62,,2,35~39,,,0.0
0,,62,,2,40~44,,,0.0
0,,62,,2,45~49,,,0.0
0,,62,,2,50~54,,,0.0
0,62.0,62,2.0,2,55~59,-4.27,102.0,3.0
0,62.0,62,2.0,2,60~64,0.53,110.0,1.0
0,62.0,62,2.0,2,65~69,,100.0,1.0
0,62.0,62,2.0,2,70~74,,25.0,1.0
0,,62,,2,75~79,,,0.0
0,,62,,2,80~84,,,0.0
0,,62,,2,85~89,,,0.0
0,,62,,2,90~94,,,0.0
0,,62,,2,95~99,,,0.0
0,63.0,63,1.0,1,20~24,,250.0,1.0
0,63.0,63,1.0,1,25~29,6.27,283.33,3.0
0,63.0,63,1.0,1,30~34,3.55,576.0,5.0
0,63.0,63,1.0,1,35~39,-4.23,705.75,6.0
0,63.0,63,1.0,1,40~44,-3.43,350.0,15.0
0,63.0,63,1.0,1,45~49,4.24,415.0,19.0
0,63.0,63,1.0,1,50~54,5.42,328.0,27.0
0,63.0,63,1.0,1,55~59,8.81,269.0,40.0
0,63.0,63,1.0,1,60~64,4.29,200.0,25.0
0,63.0,63,1.0,1,65~69,3.36,215.0,20.0
0,63.0,63,1.0,1,70~74,8.17,211.25,9.0
0,,63,,1,75~79,,,0.0
0,,63,,1,80~84,,,0.0
0,,63,,1,85~89,,,0.0
0,,63,,1,90~94,,,0.0
0,,63,,1,95~99,,,0.0
0,,63,,2,20~24,,,0.0
0,,63,,2,25~29,,,0.0
0,,63,,2,30~34,,,0.0
0,,63,,2,35~39,,,0.0
0,,63,,2,40~44,,,0.0
0,,63,,2,45~49,,,0.0
0,,63,,2,50~54,,,0.0
0,63.0,63,2.0,2,55~59,,70.0,1.0
0,63.0,63,2.0,2,60~64,21.15,120.0,4.0
0,63.0,63,2.0,2,65~69,-2.89,100.0,4.0
0,63.0,63,2.0,2,70~74,3.72,125.0,4.0
0,63.0,63,2.0,2,75~79,0.0,100.0,4.0
0,63.0,63,2.0,2,80~84,0.0,100.0,1.0
0,,63,,2,85~89,,,0.0
0,,63,,2,90~94,,,0.0
0,,63,,2,95~99,,,0.0
0,71.0,71,1.0,1,20~24,17.36,187.83,7.0
0,71.0,71,1.0,1,25~29,3.31,204.5,26.0
0,71.0,71,1.0,1,30~34,5.75,212.4,30.0
0,71.0,71,1.0,1,35~39,8.06,294.0,34.0
0,71.0,71,1.0,1,40~44,-1.14,257.5,34.0
0,71.0,71,1.0,1,45~49,2.35,325.5,46.0
0,71.0,71,1.0,1,50~54,3.5,298.0,57.0
0,71.0,71,1.0,1,55~59,1.89,206.0,32.0
0,71.0,71,1.0,1,60~64,0.92,192.9,27.0
0,71.0,71,1.0,1,65~69,-1.66,104.0,21.0
0,71.0,71,1.0,1,70~74,7.05,102.0,8.0
0,71.0,71,1.0,1,75~79,3.24,108.33,4.0
0,,71,,1,80~84,,,0.0
0,,71,,1,85~89,,,0.0
0,,71,,1,90~94,,,0.0
0,,71,,1,95~99,,,0.0
0,71.0,71,2.0,2,20~24,-2.61,177.0,7.0
0,71.0,71,2.0,2,25~29,1.45,217.0,26.0
0,71.0,71,2.0,2,30~34,24.54,180.0,25.0
0,71.0,71,2.0,2,35~39,13.7,120.6,24.0
0,71.0,71,2.0,2,40~44,16.88,120.0,45.0
0,71.0,71,2.0,2,45~49,4.56,135.1,44.0
0,71.0,71,2.0,2,50~54,4.92,149.0,84.0
0,71.0,71,2.0,2,55~59,6.14,153.0,64.0
0,71.0,71,2.0,2,60~64,5.94,134.5,28.0
0,71.0,71,2.0,2,65~69,8.97,138.0,15.0
0,71.0,71,2.0,2,70~74,-5.69,102.0,22.0
0,71.0,71,2.0,2,75~79,-2.27,76.0,13.0
0,71.0,71,2.0,2,80~84,2.09,101.67,5.0
0,,71,,2,85~89,,,0.0
0,,71,,2,90~94,,,0.0
0,,71,,2,95~99,,,0.0
0,72.0,72,1.0,1,20~24,,100.0,1.0
0,72.0,72,1.0,1,25~29,7.72,145.0,4.0
0,72.0,72,1.0,1,30~34,92.85,93.75,5.0
0,72.0,72,1.0,1,35~39,14.52,231.0,13.0
0,72.0,72,1.0,1,40~44,3.04,221.0,30.0
0,72.0,72,1.0,1,45~49,6.29,243.0,57.0
0,72.0,72,1.0,1,50~54,2.9,202.0,89.0
0,72.0,72,1.0,1,55~59,2.12,204.0,78.0
0,72.0,72,1.0,1,60~64,-2.92,177.0,42.0
0,72.0,72,1.0,1,65~69,10.96,168.0,21.0
0,72.0,72,1.0,1,70~74,9.99,150.0,14.0
0,72.0,72,1.0,1,75~79,4.2,152.5,3.0
0,,72,,1,80~84,,,0.0
0,72.0,72,1.0,1,85~89,,120.0,1.0
0,72.0,72,1.0,1,90~94,14.17,137.0,1.0
0,,72,,1,95~99,,,0.0
0,72.0,72,2.0,2,20~24,,140.0,2.0
0,72.0,72,2.0,2,25~29,0.0,154.67,3.0
0,72.0,72,2.0,2,30~34,0.0,86.67,8.0
0,72.0,72,2.0,2,35~39,14.87,148.0,27.0
0,72.0,72,2.0,2,40~44,4.41,125.5,44.0
0,72.0,72,2.0,2,45~49,5.12,121.5,108.0
0,72.0,72,2.0,2,50~54,3.61,125.5,205.0
0,72.0,72,2.0,2,55~59,4.8,141.8,182.0
0,72.0,72,2.0,2,60~64,3.18,135.0,111.0
0,72.0,72,2.0,2,65~69,4.88,92.5,41.0
0,72.0,72,2.0,2,70~74,10.92,100.0,6.0
0,72.0,72,2.0,2,75~79,-14.64,16.67,3.0
0,72.0,72,2.0,2,80~84,-28.92,34.33,4.0
0,72.0,72,2.0,2,85~89,-29.88,10.0,1.0
0,,72,,2,90~94,,,0.0
0,,72,,2,95~99,,,0.0
0,73.0,73,1.0,1,20~24,23.04,138.75,6.0
0,73.0,73,1.0,1,25~29,12.86,168.0,8.0
0,73.0,73,1.0,1,30~34,11.71,216.3,13.0
0,73.0,73,1.0,1,35~39,17.11,243.0,22.0
0,73.0,73,1.0,1,40~44,9.74,253.5,35.0
0,73.0,73,1.0,1,45~49,7.4,280.0,52.0
0,73.0,73,1.0,1,50~54,1.35,237.0,68.0
0,73.0,73,1.0,1,55~59,1.76,284.0,72.0
0,73.0,73,1.0,1,60~64,5.02,311.5,39.0
0,73.0,73,1.0,1,65~69,2.63,322.0,15.0
0,73.0,73,1.0,1,70~74,-1.18,375.0,4.0
0,,73,,1,75~79,,,0.0
0,,73,,1,80~84,,,0.0
0,,73,,1,85~89,,,0.0
0,,73,,1,90~94,,,0.0
0,,73,,1,95~99,,,0.0
0,,73,,2,20~24,,,0.0
0,,73,,2,25~29,,,0.0
0,73.0,73,2.0,2,30~34,,152.5,2.0
0,,73,,2,35~39,,,0.0
0,73.0,73,2.0,2,40~44,5.72,118.75,6.0
0,73.0,73,2.0,2,45~49,0.0,136.67,3.0
0,73.0,73,2.0,2,50~54,9.6,139.0,7.0
0,73.0,73,2.0,2,55~59,4.41,149.0,7.0
0,73.0,73,2.0,2,60~64,7.76,200.0,1.0
0,,73,,2,65~69,,,0.0
0,,73,,2,70~74,,,0.0
0,,73,,2,75~79,,,0.0
0,,73,,2,80~84,,,0.0
0,,73,,2,85~89,,,0.0
0,,73,,2,90~94,,,0.0
0,,73,,2,95~99,,,0.0
0,74.0,74,1.0,1,20~24,36.63,195.0,10.0
0,74.0,74,1.0,1,25~29,12.23,220.0,56.0
0,74.0,74,1.0,1,30~34,11.71,259.2,95.0
0,74.0,74,1.0,1,35~39,3.51,287.8,152.0
0,74.0,74,1.0,1,40~44,4.95,282.4,125.0
0,74.0,74,1.0,1,45~49,4.55,292.0,141.0
0,74.0,74,1.0,1,50~54,3.07,274.4,182.0
0,74.0,74,1.0,1,55~59,1.59,245.0,177.0
0,74.0,74,1.0,1,60~64,0.5,216.0,84.0
0,74.0,74,1.0,1,65~69,2.03,222.0,33.0
0,74.0,74,1.0,1,70~74,4.1,171.0,7.0
0,74.0,74,1.0,1,75~79,5.45,190.0,2.0
0,,74,,1,80~84,,,0.0
0,,74,,1,85~89,,,0.0
0,,74,,1,90~94,,,0.0
0,,74,,1,95~99,,,0.0
0,74.0,74,2.0,2,20~24,,130.0,2.0
0,74.0,74,2.0,2,25~29,53.33,190.0,2.0
0,74.0,74,2.0,2,30~34,-3.33,141.0,3.0
0,74.0,74,2.0,2,35~39,46.67,170.0,4.0
0,74.0,74,2.0,2,40~44,7.95,115.4,11.0
0,74.0,74,2.0,2,45~49,2.07,154.9,19.0
0,74.0,74,2.0,2,50~54,6.67,139.8,12.0
0,74.0,74,2.0,2,55~59,15.26,141.6,9.0
0,74.0,74,2.0,2,60~64,7.6,158.0,6.0
0,74.0,74,2.0,2,65~69,-6.45,135.75,4.0
0,,74,,2,70~74,,,0.0
0,,74,,2,75~79,,,0.0
0,,74,,2,80~84,,,0.0
0,,74,,2,85~89,,,0.0
0,,74,,2,90~94,,,0.0
0,,74,,2,95~99,,,0.0
0,75.0,75,1.0,1,20~24,16.75,162.0,32.0
0,75.0,75,1.0,1,25~29,13.49,213.0,161.0
0,75.0,75,1.0,1,30~34,8.81,260.6,201.0
0,75.0,75,1.0,1,35~39,7.03,283.5,306.0
0,75.0,75,1.0,1,40~44,5.09,288.0,371.0
0,75.0,75,1.0,1,45~49,4.21,323.0,337.0
0,75.0,75,1.0,1,50~54,2.89,344.0,278.0
0,75.0,75,1.0,1,55~59,1.02,284.2,173.0
0,75.0,75,1.0,1,60~64,0.53,226.0,87.0
0,75.0,75,1.0,1,65~69,0.42,178.0,42.0
0,75.0,75,1.0,1,70~74,-1.57,123.0,24.0
0,75.0,75,1.0,1,75~79,0.38,73.0,12.0
0,,75,,1,80~84,,,0.0
0,,75,,1,85~89,,,0.0
0,,75,,1,90~94,,,0.0
0,,75,,1,95~99,,,0.0
0,,75,,2,20~24,,,0.0
0,75.0,75,2.0,2,25~29,13.64,210.0,3.0
0,75.0,75,2.0,2,30~34,13.02,175.5,8.0
0,75.0,75,2.0,2,35~39,4.08,216.67,3.0
0,75.0,75,2.0,2,40~44,66.5,133.25,4.0
0,75.0,75,2.0,2,45~49,7.02,142.2,11.0
0,75.0,75,2.0,2,50~54,,150.0,1.0
0,75.0,75,2.0,2,55~59,0.0,212.5,3.0
0,75.0,75,2.0,2,60~64,0.0,150.0,3.0
0,75.0,75,2.0,2,65~69,-0.38,216.0,5.0
0,75.0,75,2.0,2,70~74,2.73,245.0,1.0
0,,75,,2,75~79,,,0.0
0,,75,,2,80~84,,,0.0
0,,75,,2,85~89,,,0.0
0,,75,,2,90~94,,,0.0
0,,75,,2,95~99,,,0.0
0,76.0,76,1.0,1,20~24,11.89,175.0,34.0
0,76.0,76,1.0,1,25~29,4.56,203.0,80.0
0,76.0,76,1.0,1,30~34,6.38,252.0,149.0
0,76.0,76,1.0,1,35~39,5.22,291.6,214.0
0,76.0,76,1.0,1,40~44,4.07,299.0,219.0
0,76.0,76,1.0,1,45~49,3.24,312.0,199.0
0,76.0,76,1.0,1,50~54,2.11,314.0,157.0
0,76.0,76,1.0,1,55~59,1.56,297.0,135.0
0,76.0,76,1.0,1,60~64,1.09,266.0,82.0
0,76.0,76,1.0,1,65~69,2.25,321.0,21.0
0,76.0,76,1.0,1,70~74,0.37,100.0,1.0
0,,76,,1,75~79,,,0.0
0,,76,,1,80~84,,,0.0
0,,76,,1,85~89,,,0.0
0,,76,,1,90~94,,,0.0
0,,76,,1,95~99,,,0.0
0,76.0,76,2.0,2,20~24,25.0,190.0,3.0
0,,76,,2,25~29,,,0.0
0,76.0,76,2.0,2,30~34,7.44,176.5,11.0
0,76.0,76,2.0,2,35~39,2.87,180.5,7.0
0,76.0,76,2.0,2,40~44,7.16,125.8,14.0
0,76.0,76,2.0,2,45~49,5.55,133.2,16.0
0,76.0,76,2.0,2,50~54,9.45,150.0,8.0
0,76.0,76,2.0,2,55~59,11.4,232.6,5.0
0,,76,,2,60~64,,,0.0
0,,76,,2,65~69,,,0.0
0,,76,,2,70~74,,,0.0
0,,76,,2,75~79,,,0.0
0,,76,,2,80~84,,,0.0
0,,76,,2,85~89,,,0.0
0,,76,,2,90~94,,,0.0
0,,76,,2,95~99,,,0.0
0,77.0,77,1.0,1,20~24,0.19,144.6,11.0
0,77.0,77,1.0,1,25~29,10.22,192.6,67.0
0,77.0,77,1.0,1,30~34,4.58,215.0,118.0
0,77.0,77,1.0,1,35~39,5.57,250.0,166.0
0,77.0,77,1.0,1,40~44,5.27,292.0,180.0
0,77.0,77,1.0,1,45~49,2.83,319.5,133.0
0,77.0,77,1.0,1,50~54,2.99,295.0,77.0
0,77.0,77,1.0,1,55~59,0.34,282.0,41.0
0,77.0,77,1.0,1,60~64,1.62,188.0,17.0
0,77.0,77,1.0,1,65~69,1.84,135.0,5.0
0,,77,,1,70~74,,,0.0
0,,77,,1,75~79,,,0.0
0,,77,,1,80~84,,,0.0
0,,77,,1,85~89,,,0.0
0,,77,,1,90~94,,,0.0
0,,77,,1,95~99,,,0.0
0,77.0,77,2.0,2,20~24,18.19,163.33,4.0
0,77.0,77,2.0,2,25~29,31.11,262.0,3.0
0,77.0,77,2.0,2,30~34,10.77,230.0,2.0
0,77.0,77,2.0,2,35~39,10.83,300.0,3.0
0,77.0,77,2.0,2,40~44,15.27,224.0,6.0
0,77.0,77,2.0,2,45~49,3.4,171.25,6.0
0,,77,,2,50~54,,,0.0
0,,77,,2,55~59,,,0.0
0,,77,,2,60~64,,,0.0
0,,77,,2,65~69,,,0.0
0,,77,,2,70~74,,,0.0
0,,77,,2,75~79,,,0.0
0,,77,,2,80~84,,,0.0
0,,77,,2,85~89,,,0.0
0,,77,,2,90~94,,,0.0
0,,77,,2,95~99,,,0.0
0,78.0,78,1.0,1,20~24,26.39,200.0,8.0
0,78.0,78,1.0,1,25~29,8.27,210.0,31.0
0,78.0,78,1.0,1,30~34,8.84,240.7,113.0
0,78.0,78,1.0,1,35~39,3.07,275.0,205.0
0,78.0,78,1.0,1,40~44,3.85,259.6,341.0
0,78.0,78,1.0,1,45~49,3.04,252.6,408.0
0,78.0,78,1.0,1,50~54,2.83,250.0,479.0
0,78.0,78,1.0,1,55~59,2.07,253.0,458.0
0,78.0,78,1.0,1,60~64,3.01,226.2,305.0
0,78.0,78,1.0,1,65~69,2.42,192.0,131.0
0,78.0,78,1.0,1,70~74,-0.89,195.5,25.0
0,78.0,78,1.0,1,75~79,33.49,187.5,4.0
0,,78,,1,80~84,,,0.0
0,,78,,1,85~89,,,0.0
0,,78,,1,90~94,,,0.0
