,depth,depth2,p_sex,p_sex2,p_age_range,median_growth,median_wage,count2
0,15.0,15,1.0,1,70~74,-5.87,725.0,8.0
0,15.0,15,1.0,1,75~79,-2.94,725.0,2.0
0,,15,,1,80~84,,,0.0
0,,15,,1,85~89,,,0.0
0,,15,,1,90~94,,,0.0
0,,15,,1,95~99,,,0.0
0,,15,,2,20~24,,,0.0
0,,15,,2,25~29,,,0.0
0,,15,,2,30~34,,,0.0
0,,15,,2,35~39,,,0.0
0,,15,,2,40~44,,,0.0
0,15.0,15,2.0,2,45~49,0.0,466.67,3.0
0,15.0,15,2.0,2,50~54,7.9,600.0,2.0
0,,15,,2,55~59,,,0.0
0,,15,,2,60~64,,,0.0
0,,15,,2,65~69,,,0.0
0,,15,,2,70~74,,,0.0
0,,15,,2,75~79,,,0.0
0,,15,,2,80~84,,,0.0
0,,15,,2,85~89,,,0.0
0,,15,,2,90~94,,,0.0
0,,15,,2,95~99,,,0.0
0,,21,,1,20~24,,,0.0
0,21.0,21,1.0,1,25~29,2.19,266.5,24.0
0,21.0,21,1.0,1,30~34,6.63,280.0,45.0
0,21.0,21,1.0,1,35~39,11.51,381.0,42.0
0,21.0,21,1.0,1,40~44,6.94,400.5,23.0
0,21.0,21,1.0,1,45~49,7.63,393.5,22.0
0,21.0,21,1.0,1,50~54,5.54,411.5,13.0
0,21.0,21,1.0,1,55~59,4.61,180.0,2.0
0,21.0,21,1.0,1,60~64,19.86,181.0,9.0
0,21.0,21,1.0,1,65~69,6.76,235.75,10.0
0,,21,,1,70~74,,,0.0
0,,21,,1,75~79,,,0.0
0,,21,,1,80~84,,,0.0
0,,21,,1,85~89,,,0.0
0,,21,,1,90~94,,,0.0
0,,21,,1,95~99,,,0.0
0,21.0,21,2.0,2,20~24,,135.0,2.0
0,21.0,21,2.0,2,25~29,-0.03,194.3,31.0
0,21.0,21,2.0,2,30~34,9.44,271.5,24.0
0,21.0,21,2.0,2,35~39,-1.77,308.0,16.0
0,21.0,21,2.0,2,40~44,8.4,307.0,11.0
0,21.0,21,2.0,2,45~49,1.75,458.33,5.0
0,21.0,21,2.0,2,50~54,-4.11,204.9,7.0
0,21.0,21,2.0,2,55~59,0.0,187.0,2.0
0,21.0,21,2.0,2,60~64,,165.0,1.0
0,,21,,2,65~69,,,0.0
0,,21,,2,70~74,,,0.0
0,,21,,2,75~79,,,0.0
0,,21,,2,80~84,,,0.0
0,,21,,2,85~89,,,0.0
0,,21,,2,90~94,,,0.0
0,,21,,2,95~99,,,0.0
0,22.0,22,1.0,1,20~24,11.81,176.8,20.0
0,22.0,22,1.0,1,25~29,8.38,205.2,205.0
0,22.0,22,1.0,1,30~34,6.99,273.0,373.0
0,22.0,22,1.0,1,35~39,5.74,360.0,471.0
0,22.0,22,1.0,1,40~44,4.39,408.0,411.0
0,22.0,22,1.0,1,45~49,5.53,478.9,235.0
0,22.0,22,1.0,1,50~54,3.26,470.5,114.0
0,22.0,22,1.0,1,55~59,7.06,373.0,31.0
0,22.0,22,1.0,1,60~64,11.72,606.0,6.0
0,,22,,1,65~69,,,0.0
0,,22,,1,70~74,,,0.0
0,,22,,1,75~79,,,0.0
0,,22,,1,80~84,,,0.0
0,,22,,1,85~89,,,0.0
0,,22,,1,90~94,,,0.0
0,,22,,1,95~99,,,0.0
0,22.0,22,2.0,2,20~24,-1.06,178.4,27.0
0,22.0,22,2.0,2,25~29,11.47,232.0,77.0
0,22.0,22,2.0,2,30~34,6.43,264.0,67.0
0,22.0,22,2.0,2,35~39,2.96,289.5,72.0
0,22.0,22,2.0,2,40~44,4.9,351.0,34.0
0,22.0,22,2.0,2,45~49,7.79,393.0,20.0
0,22.0,22,2.0,2,50~54,7.42,435.0,7.0
0,22.0,22,2.0,2,55~59,3.3,350.0,4.0
0,,22,,2,60~64,,,0.0
0,,22,,2,65~69,,,0.0
0,,22,,2,70~74,,,0.0
0,,22,,2,75~79,,,0.0
0,,22,,2,80~84,,,0.0
0,,22,,2,85~89,,,0.0
0,,22,,2,90~94,,,0.0
0,,22,,2,95~99,,,0.0
0,23.0,23,1.0,1,20~24,19.05,183.75,18.0
0,23.0,23,1.0,1,25~29,8.83,220.8,271.0
0,23.0,23,1.0,1,30~34,5.78,295.8,627.0
0,23.0,23,1.0,1,35~39,5.89,360.0,922.0
0,23.0,23,1.0,1,40~44,5.52,412.1,724.0
0,23.0,23,1.0,1,45~49,4.7,488.0,416.0
0,23.0,23,1.0,1,50~54,3.82,430.0,248.0
0,23.0,23,1.0,1,55~59,1.21,403.0,182.0
0,23.0,23,1.0,1,60~64,0.22,315.0,139.0
0,23.0,23,1.0,1,65~69,-0.77,298.3,43.0
0,23.0,23,1.0,1,70~74,0.69,356.67,7.0
0,23.0,23,1.0,1,75~79,,160.0,1.0
0,,23,,1,80~84,,,0.0
0,,23,,1,85~89,,,0.0
0,,23,,1,90~94,,,0.0
0,,23,,1,95~99,,,0.0
0,23.0,23,2.0,2,20~24,6.92,181.5,36.0
0,23.0,23,2.0,2,25~29,3.89,222.2,115.0
0,23.0,23,2.0,2,30~34,5.63,283.0,73.0
0,23.0,23,2.0,2,35~39,2.8,292.0,46.0
0,23.0,23,2.0,2,40~44,2.05,276.3,51.0
0,23.0,23,2.0,2,45~49,4.31,253.8,38.0
0,23.0,23,2.0,2,50~54,-6.24,295.4,15.0
0,23.0,23,2.0,2,55~59,-9.83,332.5,6.0
0,,23,,2,60~64,,,0.0
0,,23,,2,65~69,,,0.0
0,,23,,2,70~74,,,0.0
0,,23,,2,75~79,,,0.0
0,,23,,2,80~84,,,0.0
0,,23,,2,85~89,,,0.0
0,,23,,2,90~94,,,0.0
0,,23,,2,95~99,,,0.0
0,24.0,24,1.0,1,20~24,,142.5,11.0
0,24.0,24,1.0,1,25~29,10.15,211.4,144.0
0,24.0,24,1.0,1,30~34,6.71,288.0,205.0
0,24.0,24,1.0,1,35~39,5.99,321.0,220.0
0,24.0,24,1.0,1,40~44,5.4,289.0,169.0
0,24.0,24,1.0,1,45~49,4.49,288.6,164.0
0,24.0,24,1.0,1,50~54,3.08,294.0,132.0
0,24.0,24,1.0,1,55~59,1.41,299.0,96.0
0,24.0,24,1.0,1,60~64,-0.11,251.8,49.0
0,24.0,24,1.0,1,65~69,-0.23,178.0,28.0
0,24.0,24,1.0,1,70~74,0.74,169.0,6.0
0,24.0,24,1.0,1,75~79,0.51,190.0,7.0
0,24.0,24,1.0,1,80~84,0.51,160.0,2.0
0,,24,,1,85~89,,,0.0
0,,24,,1,90~94,,,0.0
0,,24,,1,95~99,,,0.0
0,24.0,24,2.0,2,20~24,9.41,156.6,342.0
0,24.0,24,2.0,2,25~29,7.23,198.0,745.0
0,24.0,24,2.0,2,30~34,4.86,198.4,612.0
0,24.0,24,2.0,2,35~39,5.51,200.0,667.0
0,24.0,24,2.0,2,40~44,6.14,199.1,684.0
0,24.0,24,2.0,2,45~49,6.36,200.0,556.0
0,24.0,24,2.0,2,50~54,5.19,204.9,305.0
0,24.0,24,2.0,2,55~59,3.18,231.3,140.0
0,24.0,24,2.0,2,60~64,1.31,218.0,60.0
0,24.0,24,2.0,2,65~69,0.67,225.0,19.0
0,24.0,24,2.0,2,70~74,2.41,213.6,6.0
0,,24,,2,75~79,,,0.0
0,24.0,24,2.0,2,80~84,0.0,30.0,1.0
0,,24,,2,85~89,,,0.0
0,,24,,2,90~94,,,0.0
0,,24,,2,95~99,,,0.0
0,25.0,25,1.0,1,20~24,-13.33,197.5,6.0
0,25.0,25,1.0,1,25~29,0.0,200.5,74.0
0,25.0,25,1.0,1,30~34,4.37,243.9,161.0
0,25.0,25,1.0,1,35~39,5.11,316.0,247.0
0,25.0,25,1.0,1,40~44,3.53,400.0,247.0
0,25.0,25,1.0,1,45~49,3.55,408.2,207.0
0,25.0,25,1.0,1,50~54,3.01,439.0,211.0
0,25.0,25,1.0,1,55~59,3.41,478.0,170.0
0,25.0,25,1.0,1,60~64,2.29,487.0,82.0
0,25.0,25,1.0,1,65~69,0.62,252.0,18.0
0,,25,,1,70~74,,,0.0
0,,25,,1,75~79,,,0.0
0,,25,,1,80~84,,,0.0
0,,25,,1,85~89,,,0.0
0,,25,,1,90~94,,,0.0
0,,25,,1,95~99,,,0.0
0,25.0,25,2.0,2,20~24,15.88,147.0,97.0
0,25.0,25,2.0,2,25~29,5.39,200.0,307.0
0,25.0,25,2.0,2,30~34,3.25,235.0,411.0
0,25.0,25,2.0,2,35~39,3.76,277.8,462.0
0,25.0,25,2.0,2,40~44,4.96,306.0,467.0
0,25.0,25,2.0,2,45~49,4.37,333.1,295.0
0,25.0,25,2.0,2,50~54,4.34,386.0,199.0
0,25.0,25,2.0,2,55~59,3.98,440.3,101.0
0,25.0,25,2.0,2,60~64,-1.1,439.6,34.0
0,25.0,25,2.0,2,65~69,46.84,425.0,12.0
0,25.0,25,2.0,2,70~74,,250.0,1.0
0,,25,,2,75~79,,,0.0
0,,25,,2,80~84,,,0.0
0,,25,,2,85~89,,,0.0
0,,25,,2,90~94,,,0.0
0,,25,,2,95~99,,,0.0
0,,26,,1,20~24,,,0.0
0,26.0,26,1.0,1,25~29,,850.0,1.0
0,26.0,26,1.0,1,30~34,,577.5,3.0
0,26.0,26,1.0,1,35~39,-1.44,407.0,24.0
0,26.0,26,1.0,1,40~44,4.35,431.0,43.0
0,26.0,26,1.0,1,45~49,6.19,451.0,48.0
0,26.0,26,1.0,1,50~54,5.32,493.0,60.0
0,26.0,26,1.0,1,55~59,4.61,516.8,47.0
0,26.0,26,1.0,1,60~64,2.22,510.0,10.0
0,,26,,1,65~69,,,0.0
0,,26,,1,70~74,,,0.0
0,,26,,1,75~79,,,0.0
0,,26,,1,80~84,,,0.0
0,,26,,1,85~89,,,0.0
0,,26,,1,90~94,,,0.0
0,,26,,1,95~99,,,0.0
0,,26,,2,20~24,,,0.0
0,26.0,26,2.0,2,25~29,0.0,500.0,2.0
0,26.0,26,2.0,2,30~34,12.02,428.67,6.0
0,26.0,26,2.0,2,35~39,1.78,448.3,21.0
0,26.0,26,2.0,2,40~44,3.67,491.0,23.0
0,26.0,26,2.0,2,45~49,3.79,409.0,10.0
0,26.0,26,2.0,2,50~54,8.11,470.0,8.0
0,26.0,26,2.0,2,55~59,1.93,481.0,7.0
0,26.0,26,2.0,2,60~64,0.0,350.0,1.0
0,,26,,2,65~69,,,0.0
0,,26,,2,70~74,,,0.0
0,,26,,2,75~79,,,0.0
0,,26,,2,80~84,,,0.0
0,,26,,2,85~89,,,0.0
0,,26,,2,90~94,,,0.0
0,,26,,2,95~99,,,0.0
0,27.0,27,1.0,1,20~24,0.0,200.0,5.0
0,27.0,27,1.0,1,25~29,9.97,198.0,99.0
0,27.0,27,1.0,1,30~34,9.8,281.7,226.0
0,27.0,27,1.0,1,35~39,5.91,359.9,366.0
0,27.0,27,1.0,1,40~44,3.82,400.0,392.0
0,27.0,27,1.0,1,45~49,3.68,402.0,323.0
0,27.0,27,1.0,1,50~54,2.28,370.0,237.0
0,27.0,27,1.0,1,55~59,0.0,367.0,178.0
0,27.0,27,1.0,1,60~64,-0.76,275.0,108.0
0,27.0,27,1.0,1,65~69,-4.91,154.0,34.0
0,27.0,27,1.0,1,70~74,16.26,129.5,19.0
0,27.0,27,1.0,1,75~79,-0.4,118.2,12.0
0,27.0,27,1.0,1,80~84,44.7,185.0,4.0
0,27.0,27,1.0,1,85~89,5.69,83.33,3.0
0,27.0,27,1.0,1,90~94,3.25,75.0,2.0
0,,27,,1,95~99,,,0.0
0,27.0,27,2.0,2,20~24,5.0,169.33,5.0
0,27.0,27,2.0,2,25~29,11.05,210.1,47.0
0,27.0,27,2.0,2,30~34,5.45,243.4,78.0
0,27.0,27,2.0,2,35~39,4.08,254.8,53.0
0,27.0,27,2.0,2,40~44,4.03,285.0,75.0
0,27.0,27,2.0,2,45~49,6.76,250.0,88.0
0,27.0,27,2.0,2,50~54,5.69,244.0,70.0
0,27.0,27,2.0,2,55~59,5.13,252.0,40.0
0,27.0,27,2.0,2,60~64,11.46,213.0,24.0
0,27.0,27,2.0,2,65~69,-4.75,180.0,8.0
0,27.0,27,2.0,2,70~74,27.6,100.0,13.0
0,27.0,27,2.0,2,75~79,3.3,100.0,1.0
0,,27,,2,80~84,,,0.0
0,,27,,2,85~89,,,0.0
0,,27,,2,90~94,,,0.0
0,,27,,2,95~99,,,0.0
0,28.0,28,1.0,1,20~24,-15.54,156.6,19.0
0,28.0,28,1.0,1,25~29,12.57,185.5,134.0
0,28.0,28,1.0,1,30~34,8.37,225.0,199.0
0,28.0,28,1.0,1,35~39,5.99,284.0,228.0
0,28.0,28,1.0,1,40~44,4.33,317.2,166.0
0,28.0,28,1.0,1,45~49,-0.12,340.0,99.0
0,28.0,28,1.0,1,50~54,2.01,370.0,59.0
0,28.0,28,1.0,1,55~59,-3.02,240.0,15.0
0,28.0,28,1.0,1,60~64,19.1,209.0,14.0
0,28.0,28,1.0,1,65~69,-7.78,193.5,2.0
0,,28,,1,70~74,,,0.0
0,,28,,1,75~79,,,0.0
0,,28,,1,80~84,,,0.0
0,,28,,1,85~89,,,0.0
0,,28,,1,90~94,,,0.0
0,,28,,1,95~99,,,0.0
0,28.0,28,2.0,2,20~24,9.02,149.8,83.0
0,28.0,28,2.0,2,25~29,9.28,191.5,214.0
0,28.0,28,2.0,2,30~34,5.34,226.5,173.0
0,28.0,28,2.0,2,35~39,4.42,239.0,123.0
0,28.0,28,2.0,2,40~44,5.2,218.0,84.0
0,28.0,28,2.0,2,45~49,4.02,227.0,47.0
0,28.0,28,2.0,2,50~54,14.28,340.0,15.0
0,28.0,28,2.0,2,55~59,19.56,248.75,10.0
0,28.0,28,2.0,2,60~64,5.5,212.9,12.0
0,28.0,28,2.0,2,65~69,7.72,65.0,2.0
0,28.0,28,2.0,2,70~74,5.43,125.0,3.0
0,,28,,2,75~79,,,0.0
0,,28,,2,80~84,,,0.0
0,,28,,2,85~89,,,0.0
0,,28,,2,90~94,,,0.0
0,,28,,2,95~99,,,0.0
0,31.0,31,1.0,1,20~24,3.74,183.4,61.0
0,31.0,31,1.0,1,25~29,7.39,206.3,496.0
0,31.0,31,1.0,1,30~34,5.89,259.1,1111.0
0,31.0,31,1.0,1,35~39,5.84,305.0,1634.0
0,31.0,31,1.0,1,40~44,5.46,355.0,1755.0
0,31.0,31,1.0,1,45~49,4.38,381.0,1413.0
0,31.0,31,1.0,1,50~54,3.54,400.0,893.0
0,31.0,31,1.0,1,55~59,2.77,399.0,629.0
0,31.0,31,1.0,1,60~64,2.36,277.8,305.0
0,31.0,31,1.0,1,65~69,1.73,242.3,128.0
0,31.0,31,1.0,1,70~74,3.05,212.2,48.0
0,31.0,31,1.0,1,75~79,5.5,255.0,10.0
0,,31,,1,80~84,,,0.0
0,,31,,1,85~89,,,0.0
0,,31,,1,90~94,,,0.0
0,,31,,1,95~99,,,0.0
0,31.0,31,2.0,2,20~24,6.78,161.0,330.0
0,31.0,31,2.0,2,25~29,7.24,187.6,961.0
0,31.0,31,2.0,2,30~34,5.14,200.0,1106.0
0,31.0,31,2.0,2,35~39,5.34,233.0,1097.0
0,31.0,31,2.0,2,40~44,5.4,239.5,905.0
0,31.0,31,2.0,2,45~49,5.04,244.8,613.0
0,31.0,31,2.0,2,50~54,4.4,213.2,330.0
0,31.0,31,2.0,2,55~59,4.98,225.2,164.0
0,31.0,31,2.0,2,60~64,5.63,225.0,57.0
0,31.0,31,2.0,2,65~69,4.85,182.5,24.0
0,31.0,31,2.0,2,70~74,4.52,216.67,4.0
0,,31,,2,75~79,,,0.0
0,31.0,31,2.0,2,80~84,,300.0,1.0
0,,31,,2,85~89,,,0.0
0,,31,,2,90~94,,,0.0
0,,31,,2,95~99,,,0.0
0,32.0,32,1.0,1,20~24,,177.5,3.0
0,32.0,32,1.0,1,25~29,17.13,244.3,47.0
0,32.0,32,1.0,1,30~34,8.05,290.0,100.0
0,32.0,32,1.0,1,35~39,5.09,347.8,147.0
0,32.0,32,1.0,1,40~44,5.24,454.8,126.0
0,32.0,32,1.0,1,45~49,3.36,561.5,107.0
0,32.0,32,1.0,1,50~54,2.78,533.0,46.0
0,32.0,32,1.0,1,55~59,-0.62,392.0,24.0
0,32.0,32,1.0,1,60~64,-3.3,283.33,9.0
0,,32,,1,65~69,,,0.0
0,,32,,1,70~74,,,0.0
0,,32,,1,75~79,,,0.0
0,,32,,1,80~84,,,0.0
0,,32,,1,85~89,,,0.0
0,,32,,1,90~94,,,0.0
0,,32,,1,95~99,,,0.0
0,32.0,32,2.0,2,20~24,5.19,206.0,29.0
0,32.0,32,2.0,2,25~29,9.97,237.7,116.0
0,32.0,32,2.0,2,30~34,7.13,286.0,161.0
0,32.0,32,2.0,2,35~39,6.54,308.0,139.0
0,32.0,32,2.0,2,40~44,4.89,386.2,76.0
0,32.0,32,2.0,2,45~49,2.77,400.9,38.0
0,32.0,32,2.0,2,50~54,1.97,415.0,22.0
0,32.0,32,2.0,2,55~59,20.8,290.0,7.0
0,32.0,32,2.0,2,60~64,8.64,295.0,4.0
0,,32,,2,65~69,,,0.0
0,,32,,2,70~74,,,0.0
0,,32,,2,75~79,,,0.0
0,,32,,2,80~84,,,0.0
0,,32,,2,85~89,,,0.0
0,,32,,2,90~94,,,0.0
0,,32,,2,95~99,,,0.0
0,,33,,1,20~24,,,0.0
0,33.0,33,1.0,1,25~29,,218.33,5.0
0,33.0,33,1.0,1,30~34,13.65,243.5,15.0
0,33.0,33,1.0,1,35~39,5.59,298.5,33.0
0,33.0,33,1.0,1,40~44,3.54,348.5,24.0
0,33.0,33,1.0,1,45~49,7.49,404.0,16.0
0,33.0,33,1.0,1,50~54,3.23,413.0,20.0
0,33.0,33,1.0,1,55~59,0.01,412.8,19.0
0,33.0,33,1.0,1,60~64,-0.8,231.25,9.0
0,33.0,33,1.0,1,65~69,,165.0,2.0
0,33.0,33,1.0,1,70~74,,200.0,1.0
0,,33,,1,75~79,,,0.0
0,,33,,1,80~84,,,0.0
0,,33,,1,85~89,,,0.0
0,,33,,1,90~94,,,0.0
0,,33,,1,95~99,,,0.0
0,33.0,33,2.0,2,20~24,0.0,141.67,6.0
0,33.0,33,2.0,2,25~29,22.18,138.5,21.0
0,33.0,33,2.0,2,30~34,4.86,184.8,25.0
0,33.0,33,2.0,2,35~39,6.79,184.0,31.0
0,33.0,33,2.0,2,40~44,6.7,213.0,30.0
0,33.0,33,2.0,2,45~49,3.84,231.0,27.0
0,33.0,33,2.0,2,50~54,1.46,225.0,6.0
0,,33,,2,55~59,,,0.0
0,,33,,2,60~64,,,0.0
0,,33,,2,65~69,,,0.0
0,,33,,2,70~74,,,0.0
0,,33,,2,75~79,,,0.0
0,,33,,2,80~84,,,0.0
0,,33,,2,85~89,,,0.0
0,,33,,2,90~94,,,0.0
0,,33,,2,95~99,,,0.0
0,39.0,39,1.0,1,20~24,2.5,147.0,5.0
0,39.0,39,1.0,1,25~29,42.19,191.0,28.0
0,39.0,39,1.0,1,30~34,12.81,212.0,51.0
0,39.0,39,1.0,1,35~39,6.04,309.0,42.0
0,39.0,39,1.0,1,40~44,5.15,321.1,62.0
0,39.0,39,1.0,1,45~49,6.29,251.0,42.0
0,39.0,39,1.0,1,50~54,1.86,332.5,13.0
0,39.0,39,1.0,1,55~59,-2.66,249.0,23.0
0,39.0,39,1.0,1,60~64,8.87,270.0,21.0
0,39.0,39,1.0,1,65~69,5.96,206.67,4.0
0,39.0,39,1.0,1,70~74,-10.81,200.0,5.0
0,,39,,1,75~79,,,0.0
0,,39,,1,80~84,,,0.0
0,,39,,1,85~89,,,0.0
0,,39,,1,90~94,,,0.0
0,,39,,1,95~99,,,0.0
0,39.0,39,2.0,2,20~24,8.38,148.0,54.0
0,39.0,39,2.0,2,25~29,5.89,180.0,127.0
0,39.0,39,2.0,2,30~34,5.22,188.5,128.0
0,39.0,39,2.0,2,35~39,4.05,191.8,134.0
0,39.0,39,2.0,2,40~44,5.91,167.2,130.0
0,39.0,39,2.0,2,45~49,5.92,185.1,100.0
0,39.0,39,2.0,2,50~54,3.94,181.7,46.0
0,39.0,39,2.0,2,55~59,1.96,185.3,18.0
0,39.0,39,2.0,2,60~64,4.32,229.2,11.0
0,39.0,39,2.0,2,65~69,-2.57,175.0,4.0
0,39.0,39,2.0,2,70~74,0.0,200.0,1.0
0,,39,,2,75~79,,,0.0
0,,39,,2,80~84,,,0.0
0,,39,,2,85~89,,,0.0
0,,39,,2,90~94,,,0.0
0,,39,,2,95~99,,,0.0
0,41.0,41,1.0,1,20~24,,178.5,8.0
0,41.0,41,1.0,1,25~29,11.89,190.5,94.0
0,41.0,41,1.0,1,30~34,6.67,260.0,129.0
0,41.0,41,1.0,1,35~39,5.41,301.6,211.0
0,41.0,41,1.0,1,40~44,5.74,364.0,181.0
0,41.0,41,1.0,1,45~49,4.8,406.0,149.0
0,41.0,41,1.0,1,50~54,4.22,450.7,106.0
0,41.0,41,1.0,1,55~59,3.64,429.0,80.0
0,41.0,41,1.0,1,60~64,2.25,336.67,11.0
0,41.0,41,1.0,1,65~69,,118.33,4.0
0,,41,,1,70~74,,,0.0
0,,41,,1,75~79,,,0.0
0,,41,,1,80~84,,,0.0
0,,41,,1,85~89,,,0.0
0,,41,,1,90~94,,,0.0
0,,41,,1,95~99,,,0.0
0,41.0,41,2.0,2,20~24,32.56,198.75,9.0
0,41.0,41,2.0,2,25~29,5.65,224.5,24.0
0,41.0,41,2.0,2,30~34,4.71,222.0,16.0
0,41.0,41,2.0,2,35~39,4.63,259.9,29.0
0,41.0,41,2.0,2,40~44,4.26,278.5,19.0
0,41.0,41,2.0,2,45~49,3.58,349.0,10.0
0,41.0,41,2.0,2,50~54,1.99,275.0,2.0
0,41.0,41,2.0,2,55~59,12.28,138.6,6.0
0,41.0,41,2.0,2,60~64,,200.0,1.0
0,,41,,2,65~69,,,0.0
0,,41,,2,70~74,,,0.0
0,,41,,2,75~79,,,0.0
0,,41,,2,80~84,,,0.0
0,,41,,2,85~89,,,0.0
