,depth,depth2,p_sex,p_sex2,p_age_range,median_growth,median_wage,count2
0,,77,,1,90~99,,,0.0
0,77.0,77,2.0,2,20~29,22.35,242.0,7.0
0,77.0,77,2.0,2,30~39,9.36,304.2,5.0
0,77.0,77,2.0,2,40~49,7.13,217.67,12.0
0,,77,,2,50~59,,,0.0
0,,77,,2,60~69,,,0.0
0,,77,,2,70~79,,,0.0
0,,77,,2,80~89,,,0.0
0,,77,,2,90~99,,,0.0
0,78.0,78,1.0,1,20~29,11.21,231.25,39.0
0,78.0,78,1.0,1,30~39,3.73,295.65,318.0
0,78.0,78,1.0,1,40~49,1.54,298.2,749.0
0,78.0,78,1.0,1,50~59,0.77,290.0,937.0
0,78.0,78,1.0,1,60~69,1.02,234.6,436.0
0,78.0,78,1.0,1,70~79,10.35,217.39,29.0
0,,78,,1,80~89,,,0.0
0,,78,,1,90~99,,,0.0
0,78.0,78,2.0,2,20~29,1.82,210.25,6.0
0,78.0,78,2.0,2,30~39,,199.17,4.0
0,78.0,78,2.0,2,40~49,7.96,196.5,25.0
0,78.0,78,2.0,2,50~59,1.94,203.45,37.0
0,78.0,78,2.0,2,60~69,1.25,184.08,16.0
0,,78,,2,70~79,,,0.0
0,,78,,2,80~89,,,0.0
0,,78,,2,90~99,,,0.0
0,79.0,79,1.0,1,20~29,10.82,257.75,34.0
0,79.0,79,1.0,1,30~39,8.73,302.8,98.0
0,79.0,79,1.0,1,40~49,1.97,346.5,192.0
0,79.0,79,1.0,1,50~59,1.9,275.05,162.0
0,79.0,79,1.0,1,60~69,-0.5,222.8,102.0
0,79.0,79,1.0,1,70~79,-0.9,181.69,19.0
0,,79,,1,80~89,,,0.0
0,,79,,1,90~99,,,0.0
0,79.0,79,2.0,2,20~29,,180.67,3.0
0,79.0,79,2.0,2,30~39,51.36,146.43,12.0
0,79.0,79,2.0,2,40~49,4.69,150.6,25.0
0,79.0,79,2.0,2,50~59,3.6,136.2,22.0
0,79.0,79,2.0,2,60~69,-0.65,81.25,4.0
0,,79,,2,70~79,,,0.0
0,,79,,2,80~89,,,0.0
0,,79,,2,90~99,,,0.0
0,81.0,81,1.0,1,20~29,48.47,253.25,15.0
0,81.0,81,1.0,1,30~39,8.42,319.0,66.0
0,81.0,81,1.0,1,40~49,3.54,406.05,38.0
0,81.0,81,1.0,1,50~59,5.39,409.5,75.0
0,81.0,81,1.0,1,60~69,-0.12,247.5,32.0
0,,81,,1,70~79,,,0.0
0,,81,,1,80~89,,,0.0
0,,81,,1,90~99,,,0.0
0,81.0,81,2.0,2,20~29,5.98,261.25,4.0
0,81.0,81,2.0,2,30~39,,389.0,1.0
0,81.0,81,2.0,2,40~49,0.29,155.29,15.0
0,81.0,81,2.0,2,50~59,7.94,223.7,8.0
0,81.0,81,2.0,2,60~69,3.31,181.75,27.0
0,81.0,81,2.0,2,70~79,1.28,164.88,5.0
0,,81,,2,80~89,,,0.0
0,,81,,2,90~99,,,0.0
0,82.0,82,1.0,1,20~29,2.42,201.25,12.0
0,82.0,82,1.0,1,30~39,8.96,247.55,49.0
0,82.0,82,1.0,1,40~49,4.39,276.85,103.0
0,82.0,82,1.0,1,50~59,2.67,278.85,135.0
0,82.0,82,1.0,1,60~69,-1.58,232.9,101.0
0,82.0,82,1.0,1,70~79,-4.16,204.81,20.0
0,,82,,1,80~89,,,0.0
0,,82,,1,90~99,,,0.0
0,82.0,82,2.0,2,20~29,,149.5,2.0
0,82.0,82,2.0,2,30~39,7.91,164.38,23.0
0,82.0,82,2.0,2,40~49,-4.82,189.25,52.0
0,82.0,82,2.0,2,50~59,3.24,165.2,66.0
0,82.0,82,2.0,2,60~69,3.7,192.17,15.0
0,,82,,2,70~79,,,0.0
0,,82,,2,80~89,,,0.0
0,,82,,2,90~99,,,0.0
0,83.0,83,1.0,1,20~29,3.56,213.25,59.0
0,83.0,83,1.0,1,30~39,5.98,298.05,169.0
0,83.0,83,1.0,1,40~49,2.59,347.95,217.0
0,83.0,83,1.0,1,50~59,1.54,392.5,130.0
0,83.0,83,1.0,1,60~69,-0.39,264.05,63.0
0,83.0,83,1.0,1,70~79,-2.43,287.5,4.0
0,,83,,1,80~89,,,0.0
0,,83,,1,90~99,,,0.0
0,83.0,83,2.0,2,20~29,,227.67,3.0
0,83.0,83,2.0,2,30~39,0.69,228.1,35.0
0,83.0,83,2.0,2,40~49,3.32,172.7,85.0
0,83.0,83,2.0,2,50~59,2.45,183.75,71.0
0,83.0,83,2.0,2,60~69,3.51,170.12,6.0
0,,83,,2,70~79,,,0.0
0,,83,,2,80~89,,,0.0
0,,83,,2,90~99,,,0.0
0,84.0,84,1.0,1,20~29,-2.22,232.65,71.0
0,84.0,84,1.0,1,30~39,5.35,305.0,193.0
0,84.0,84,1.0,1,40~49,4.02,348.5,228.0
0,84.0,84,1.0,1,50~59,1.1,336.35,207.0
0,84.0,84,1.0,1,60~69,1.27,314.55,72.0
0,84.0,84,1.0,1,70~79,4.57,216.38,9.0
0,,84,,1,80~89,,,0.0
0,,84,,1,90~99,,,0.0
0,84.0,84,2.0,2,20~29,15.5,151.58,8.0
0,84.0,84,2.0,2,30~39,2.05,180.1,18.0
0,84.0,84,2.0,2,40~49,-0.07,200.44,23.0
0,84.0,84,2.0,2,50~59,2.2,206.9,61.0
0,84.0,84,2.0,2,60~69,2.81,194.19,16.0
0,,84,,2,70~79,,,0.0
0,,84,,2,80~89,,,0.0
0,,84,,2,90~99,,,0.0
0,85.0,85,1.0,1,20~29,10.1,219.65,265.0
0,85.0,85,1.0,1,30~39,5.34,305.6,690.0
0,85.0,85,1.0,1,40~49,3.1,385.05,712.0
0,85.0,85,1.0,1,50~59,2.4,390.85,536.0
0,85.0,85,1.0,1,60~69,0.54,269.7,180.0
0,85.0,85,1.0,1,70~79,-4.73,286.0,22.0
0,,85,,1,80~89,,,0.0
0,,85,,1,90~99,,,0.0
0,85.0,85,2.0,2,20~29,4.82,212.9,36.0
0,85.0,85,2.0,2,30~39,9.16,179.75,45.0
0,85.0,85,2.0,2,40~49,5.79,186.2,173.0
0,85.0,85,2.0,2,50~59,3.24,191.5,181.0
0,85.0,85,2.0,2,60~69,1.92,181.5,31.0
0,,85,,2,70~79,,,0.0
0,,85,,2,80~89,,,0.0
0,,85,,2,90~99,,,0.0
0,86.0,86,1.0,1,20~29,21.52,224.45,140.0
0,86.0,86,1.0,1,30~39,4.71,297.3,453.0
0,86.0,86,1.0,1,40~49,4.11,353.75,305.0
0,86.0,86,1.0,1,50~59,2.26,297.15,209.0
0,86.0,86,1.0,1,60~69,2.48,247.85,83.0
0,86.0,86,1.0,1,70~79,-14.27,228.8,5.0
0,,86,,1,80~89,,,0.0
0,,86,,1,90~99,,,0.0
0,86.0,86,2.0,2,20~29,2.71,233.15,74.0
0,86.0,86,2.0,2,30~39,5.06,204.55,110.0
0,86.0,86,2.0,2,40~49,2.88,164.2,156.0
0,86.0,86,2.0,2,50~59,1.54,188.05,92.0
0,86.0,86,2.0,2,60~69,11.2,190.5,9.0
0,86.0,86,2.0,2,70~79,-0.66,76.0,4.0
0,,86,,2,80~89,,,0.0
0,,86,,2,90~99,,,0.0
0,87.0,87,1.0,1,20~29,5.69,202.36,71.0
0,87.0,87,1.0,1,30~39,3.7,302.95,519.0
0,87.0,87,1.0,1,40~49,1.92,313.35,1279.0
0,87.0,87,1.0,1,50~59,1.19,285.2,1767.0
0,87.0,87,1.0,1,60~69,-0.82,204.8,1098.0
0,87.0,87,1.0,1,70~79,-2.44,165.4,175.0
0,,87,,1,80~89,,,0.0
0,,87,,1,90~99,,,0.0
0,87.0,87,2.0,2,20~29,,298.0,1.0
0,87.0,87,2.0,2,30~39,29.18,110.67,4.0
0,87.0,87,2.0,2,40~49,8.01,189.69,11.0
0,87.0,87,2.0,2,50~59,3.83,177.1,33.0
0,87.0,87,2.0,2,60~69,0.15,179.72,13.0
0,,87,,2,70~79,,,0.0
0,,87,,2,80~89,,,0.0
0,,87,,2,90~99,,,0.0
0,88.0,88,1.0,1,20~29,-22.47,329.33,4.0
0,88.0,88,1.0,1,30~39,6.66,308.25,45.0
0,88.0,88,1.0,1,40~49,1.3,380.75,35.0
0,88.0,88,1.0,1,50~59,1.41,523.25,44.0
0,88.0,88,1.0,1,60~69,1.71,190.78,22.0
0,88.0,88,1.0,1,70~79,0.36,79.5,2.0
0,,88,,1,80~89,,,0.0
0,,88,,1,90~99,,,0.0
0,89.0,89,1.0,1,20~29,12.13,216.83,66.0
0,89.0,89,1.0,1,30~39,5.89,282.85,168.0
0,89.0,89,1.0,1,40~49,4.41,345.35,164.0
0,89.0,89,1.0,1,50~59,0.21,284.85,160.0
0,89.0,89,1.0,1,60~69,-2.68,236.25,55.0
0,89.0,89,1.0,1,70~79,-0.28,263.2,14.0
0,,89,,1,80~89,,,0.0
0,,89,,1,90~99,,,0.0
0,89.0,89,2.0,2,20~29,-0.41,186.71,26.0
0,89.0,89,2.0,2,30~39,-9.36,193.4,26.0
0,89.0,89,2.0,2,40~49,1.37,183.6,40.0
0,89.0,89,2.0,2,50~59,5.22,171.7,71.0
0,89.0,89,2.0,2,60~69,1.5,140.94,31.0
0,,89,,2,70~79,,,0.0
0,,89,,2,80~89,,,0.0
0,,89,,2,90~99,,,0.0
0,91.0,91,1.0,1,20~29,17.71,208.83,28.0
0,91.0,91,1.0,1,30~39,7.82,221.55,113.0
0,91.0,91,1.0,1,40~49,4.08,219.2,281.0
0,91.0,91,1.0,1,50~59,2.26,220.45,316.0
0,91.0,91,1.0,1,60~69,2.6,190.15,186.0
0,91.0,91,1.0,1,70~79,-3.71,170.22,47.0
0,,91,,1,80~89,,,0.0
0,,91,,1,90~99,,,0.0
0,,91,,2,20~29,,,0.0
0,91.0,91,2.0,2,30~39,76.18,232.5,4.0
0,91.0,91,2.0,2,40~49,,243.5,2.0
0,91.0,91,2.0,2,50~59,19.93,159.78,16.0
0,91.0,91,2.0,2,60~69,-0.12,154.05,23.0
0,91.0,91,2.0,2,70~79,-1.64,107.5,2.0
0,,91,,2,80~89,,,0.0
0,,91,,2,90~99,,,0.0
0,92.0,92,1.0,1,20~29,7.3,205.17,132.0
0,92.0,92,1.0,1,30~39,3.56,254.7,432.0
0,92.0,92,1.0,1,40~49,3.06,278.0,601.0
0,92.0,92,1.0,1,50~59,0.91,268.6,395.0
0,92.0,92,1.0,1,60~69,1.65,189.45,126.0
0,92.0,92,1.0,1,70~79,0.37,169.95,29.0
0,92.0,92,1.0,1,80~89,-1.64,130.75,3.0
0,,92,,1,90~99,,,0.0
0,92.0,92,2.0,2,20~29,-0.32,277.5,12.0
0,92.0,92,2.0,2,30~39,7.96,172.69,20.0
0,92.0,92,2.0,2,40~49,0.96,149.0,42.0
0,92.0,92,2.0,2,50~59,-0.6,176.75,49.0
0,92.0,92,2.0,2,60~69,2.34,182.06,13.0
0,,92,,2,70~79,,,0.0
0,,92,,2,80~89,,,0.0
0,,92,,2,90~99,,,0.0
0,93.0,93,1.0,1,20~29,15.2,209.15,64.0
0,93.0,93,1.0,1,30~39,4.29,251.2,65.0
0,93.0,93,1.0,1,40~49,1.82,242.3,58.0
0,93.0,93,1.0,1,50~59,8.98,280.55,43.0
0,93.0,93,1.0,1,60~69,4.75,164.4,44.0
0,93.0,93,1.0,1,70~79,4.69,161.33,9.0
0,,93,,1,80~89,,,0.0
0,,93,,1,90~99,,,0.0
0,93.0,93,2.0,2,20~29,2.4,186.55,25.0
0,93.0,93,2.0,2,30~39,9.91,150.85,42.0
0,93.0,93,2.0,2,40~49,5.69,137.2,179.0
0,93.0,93,2.0,2,50~59,4.15,162.45,215.0
0,93.0,93,2.0,2,60~69,4.74,119.8,89.0
0,93.0,93,2.0,2,70~79,3.35,64.8,21.0
0,93.0,93,2.0,2,80~89,-0.41,53.25,3.0
0,,93,,2,90~99,,,0.0
0,94.0,94,1.0,1,20~29,13.74,173.94,46.0
0,94.0,94,1.0,1,30~39,3.51,240.3,112.0
0,94.0,94,1.0,1,40~49,4.51,253.65,198.0
0,94.0,94,1.0,1,50~59,1.74,202.2,415.0
0,94.0,94,1.0,1,60~69,2.24,162.1,991.0
0,94.0,94,1.0,1,70~79,2.11,137.25,561.0
0,94.0,94,1.0,1,80~89,1.01,112.5,26.0
0,,94,,1,90~99,,,0.0
0,94.0,94,2.0,2,20~29,-10.44,200.5,6.0
0,94.0,94,2.0,2,30~39,0.85,142.5,12.0
0,94.0,94,2.0,2,40~49,2.86,140.9,126.0
0,94.0,94,2.0,2,50~59,2.87,149.2,455.0
0,94.0,94,2.0,2,60~69,3.22,132.15,647.0
0,94.0,94,2.0,2,70~79,-0.69,91.15,152.0
0,94.0,94,2.0,2,80~89,20.71,22.0,3.0
0,,94,,2,90~99,,,0.0
0,95.0,95,1.0,1,20~29,12.4,179.61,63.0
0,95.0,95,1.0,1,30~39,1.89,214.25,80.0
0,95.0,95,1.0,1,40~49,3.68,264.6,52.0
0,95.0,95,1.0,1,50~59,-0.65,249.2,50.0
0,95.0,95,1.0,1,60~69,0.02,227.1,28.0
0,95.0,95,1.0,1,70~79,1.35,337.86,8.0
0,95.0,95,1.0,1,80~89,-9.42,506.3,10.0
0,95.0,95,1.0,1,90~99,-8.4,315.0,1.0
0,95.0,95,2.0,2,20~29,19.18,161.39,23.0
0,95.0,95,2.0,2,30~39,8.18,152.4,62.0
0,95.0,95,2.0,2,40~49,5.54,140.1,292.0
0,95.0,95,2.0,2,50~59,3.61,160.6,523.0
0,95.0,95,2.0,2,60~69,3.4,141.95,315.0
0,95.0,95,2.0,2,70~79,4.91,81.3,29.0
0,95.0,95,2.0,2,80~89,-3.11,29.67,3.0
0,,95,,2,90~99,,,0.0
0,99.0,99,1.0,1,20~29,2.37,154.75,8.0
0,99.0,99,1.0,1,30~39,-8.37,211.2,11.0
0,99.0,99,1.0,1,40~49,4.65,209.45,42.0
0,99.0,99,1.0,1,50~59,0.83,173.35,68.0
0,99.0,99,1.0,1,60~69,2.65,148.75,100.0
0,99.0,99,1.0,1,70~79,0.84,128.33,39.0
0,99.0,99,1.0,1,80~89,-1.72,57.0,1.0
0,,99,,1,90~99,,,0.0
0,,99,,2,20~29,,,0.0
0,,99,,2,30~39,,,0.0
0,99.0,99,2.0,2,40~49,11.65,143.1,26.0
0,99.0,99,2.0,2,50~59,0.46,125.7,66.0
0,99.0,99,2.0,2,60~69,5.16,107.65,56.0
0,99.0,99,2.0,2,70~79,6.4,88.2,44.0
0,99.0,99,2.0,2,80~89,-1.99,40.33,5.0
0,,99,,2,90~99,,,0.0
