,depth,depth2,p_sex,p_sex2,p_age_range,median_growth,median_wage,count2
0,14.0,14,1.0,1,70~79,-6.8,339.2,9.0
0,,14,,1,80~89,,,0.0
0,,14,,1,90~99,,,0.0
0,,14,,2,20~29,,,0.0
0,,14,,2,30~39,,,0.0
0,14.0,14,2.0,2,40~49,-0.78,668.8,11.0
0,14.0,14,2.0,2,50~59,0.92,726.21,10.0
0,14.0,14,2.0,2,60~69,-3.16,337.5,8.0
0,,14,,2,70~79,,,0.0
0,,14,,2,80~89,,,0.0
0,,14,,2,90~99,,,0.0
0,15.0,15,1.0,1,20~29,,353.0,2.0
0,15.0,15,1.0,1,30~39,31.01,650.61,31.0
0,15.0,15,1.0,1,40~49,4.71,529.35,96.0
0,15.0,15,1.0,1,50~59,-1.9,806.55,73.0
0,15.0,15,1.0,1,60~69,0.72,560.55,44.0
0,15.0,15,1.0,1,70~79,-6.14,845.33,10.0
0,,15,,1,80~89,,,0.0
0,,15,,1,90~99,,,0.0
0,,15,,2,20~29,,,0.0
0,,15,,2,30~39,,,0.0
0,15.0,15,2.0,2,40~49,-2.95,571.0,3.0
0,15.0,15,2.0,2,50~59,4.52,716.0,2.0
0,,15,,2,60~69,,,0.0
0,,15,,2,70~79,,,0.0
0,,15,,2,80~89,,,0.0
0,,15,,2,90~99,,,0.0
0,21.0,21,1.0,1,20~29,0.53,314.9,24.0
0,21.0,21,1.0,1,30~39,7.32,374.85,87.0
0,21.0,21,1.0,1,40~49,5.35,449.55,45.0
0,21.0,21,1.0,1,50~59,3.88,377.29,15.0
0,21.0,21,1.0,1,60~69,11.45,235.83,19.0
0,,21,,1,70~79,,,0.0
0,,21,,1,80~89,,,0.0
0,,21,,1,90~99,,,0.0
0,21.0,21,2.0,2,20~29,-2.24,217.33,33.0
0,21.0,21,2.0,2,30~39,2.03,330.1,40.0
0,21.0,21,2.0,2,40~49,4.74,396.19,16.0
0,21.0,21,2.0,2,50~59,-4.1,214.79,9.0
0,21.0,21,2.0,2,60~69,,182.0,1.0
0,,21,,2,70~79,,,0.0
0,,21,,2,80~89,,,0.0
0,,21,,2,90~99,,,0.0
0,22.0,22,1.0,1,20~29,7.63,217.6,225.0
0,22.0,22,1.0,1,30~39,4.48,364.1,844.0
0,22.0,22,1.0,1,40~49,3.33,495.5,646.0
0,22.0,22,1.0,1,50~59,3.73,460.85,145.0
0,22.0,22,1.0,1,60~69,10.39,658.7,6.0
0,,22,,1,70~79,,,0.0
0,,22,,1,80~89,,,0.0
0,,22,,1,90~99,,,0.0
0,22.0,22,2.0,2,20~29,4.34,224.0,104.0
0,22.0,22,2.0,2,30~39,3.16,315.8,139.0
0,22.0,22,2.0,2,40~49,4.45,412.95,54.0
0,22.0,22,2.0,2,50~59,3.75,438.5,11.0
0,,22,,2,60~69,,,0.0
0,,22,,2,70~79,,,0.0
0,,22,,2,80~89,,,0.0
0,,22,,2,90~99,,,0.0
0,23.0,23,1.0,1,20~29,9.06,232.33,289.0
0,23.0,23,1.0,1,30~39,4.03,377.15,1549.0
0,23.0,23,1.0,1,40~49,3.4,505.65,1140.0
0,23.0,23,1.0,1,50~59,0.73,470.55,430.0
0,23.0,23,1.0,1,60~69,-2.02,340.65,182.0
0,23.0,23,1.0,1,70~79,-0.96,328.0,8.0
0,,23,,1,80~89,,,0.0
0,,23,,1,90~99,,,0.0
0,23.0,23,2.0,2,20~29,3.56,229.35,151.0
0,23.0,23,2.0,2,30~39,2.42,315.5,119.0
0,23.0,23,2.0,2,40~49,1.65,305.4,89.0
0,23.0,23,2.0,2,50~59,-9.1,338.61,21.0
0,,23,,2,60~69,,,0.0
0,,23,,2,70~79,,,0.0
0,,23,,2,80~89,,,0.0
0,,23,,2,90~99,,,0.0
0,24.0,24,1.0,1,20~29,9.09,216.64,155.0
0,24.0,24,1.0,1,30~39,4.62,337.7,425.0
0,24.0,24,1.0,1,40~49,3.35,326.8,333.0
0,24.0,24,1.0,1,50~59,0.43,326.95,228.0
0,24.0,24,1.0,1,60~69,-1.77,238.6,77.0
0,24.0,24,1.0,1,70~79,-1.4,205.25,13.0
0,24.0,24,1.0,1,80~89,-1.16,172.5,2.0
0,,24,,1,90~99,,,0.0
0,24.0,24,2.0,2,20~29,6.69,199.95,1087.0
0,24.0,24,2.0,2,30~39,3.41,222.25,1279.0
0,24.0,24,2.0,2,40~49,4.54,217.75,1240.0
0,24.0,24,2.0,2,50~59,2.55,241.7,445.0
0,24.0,24,2.0,2,60~69,-0.78,246.6,79.0
0,24.0,24,2.0,2,70~79,1.24,233.8,6.0
0,24.0,24,2.0,2,80~89,-1.66,33.0,1.0
0,,24,,2,90~99,,,0.0
0,25.0,25,1.0,1,20~29,-3.42,221.36,80.0
0,25.0,25,1.0,1,30~39,2.42,328.6,408.0
0,25.0,25,1.0,1,40~49,1.74,458.75,454.0
0,25.0,25,1.0,1,50~59,1.32,535.4,381.0
0,25.0,25,1.0,1,60~69,-0.64,425.0,100.0
0,,25,,1,70~79,,,0.0
0,,25,,1,80~89,,,0.0
0,,25,,1,90~99,,,0.0
0,25.0,25,2.0,2,20~29,8.38,199.7,404.0
0,25.0,25,2.0,2,30~39,1.82,293.15,873.0
0,25.0,25,2.0,2,40~49,2.85,361.55,762.0
0,25.0,25,2.0,2,50~59,2.35,464.6,300.0
0,25.0,25,2.0,2,60~69,20.66,486.35,46.0
0,25.0,25,2.0,2,70~79,,274.0,1.0
0,,25,,2,80~89,,,0.0
0,,25,,2,90~99,,,0.0
0,26.0,26,1.0,1,20~29,,1097.0,1.0
0,26.0,26,1.0,1,30~39,-3.65,522.86,27.0
0,26.0,26,1.0,1,40~49,3.34,504.85,91.0
0,26.0,26,1.0,1,50~59,3.37,574.6,107.0
0,26.0,26,1.0,1,60~69,0.77,561.0,10.0
0,,26,,1,70~79,,,0.0
0,,26,,1,80~89,,,0.0
0,,26,,1,90~99,,,0.0
0,26.0,26,2.0,2,20~29,-3.67,535.0,2.0
0,26.0,26,2.0,2,30~39,2.86,526.75,27.0
0,26.0,26,2.0,2,40~49,2.12,503.5,33.0
0,26.0,26,2.0,2,50~59,2.24,544.11,15.0
0,26.0,26,2.0,2,60~69,-0.65,381.0,1.0
0,,26,,2,70~79,,,0.0
0,,26,,2,80~89,,,0.0
0,,26,,2,90~99,,,0.0
0,27.0,27,1.0,1,20~29,4.72,231.56,104.0
0,27.0,27,1.0,1,30~39,6.1,367.15,592.0
0,27.0,27,1.0,1,40~49,2.06,454.55,715.0
0,27.0,27,1.0,1,50~59,-0.31,410.15,415.0
0,27.0,27,1.0,1,60~69,-4.52,240.65,142.0
0,27.0,27,1.0,1,70~79,5.98,143.9,31.0
0,27.0,27,1.0,1,80~89,18.0,151.75,7.0
0,27.0,27,1.0,1,90~99,1.56,81.0,2.0
0,27.0,27,2.0,2,20~29,8.02,219.38,52.0
0,27.0,27,2.0,2,30~39,3.2,284.7,131.0
0,27.0,27,2.0,2,40~49,3.92,303.75,163.0
0,27.0,27,2.0,2,50~59,3.78,275.1,110.0
0,27.0,27,2.0,2,60~69,1.02,223.0,32.0
0,27.0,27,2.0,2,70~79,20.88,112.17,14.0
0,,27,,2,80~89,,,0.0
0,,27,,2,90~99,,,0.0
0,28.0,28,1.0,1,20~29,6.4,196.0,153.0
0,28.0,28,1.0,1,30~39,5.12,290.95,427.0
0,28.0,28,1.0,1,40~49,0.39,367.1,265.0
0,28.0,28,1.0,1,50~59,-2.19,350.65,74.0
0,28.0,28,1.0,1,60~69,8.88,225.64,16.0
0,,28,,1,70~79,,,0.0
0,,28,,1,80~89,,,0.0
0,,28,,1,90~99,,,0.0
0,28.0,28,2.0,2,20~29,7.23,194.95,297.0
0,28.0,28,2.0,2,30~39,3.13,263.55,296.0
0,28.0,28,2.0,2,40~49,2.85,248.95,131.0
0,28.0,28,2.0,2,50~59,14.96,327.44,25.0
0,28.0,28,2.0,2,60~69,4.88,187.71,14.0
0,28.0,28,2.0,2,70~79,4.16,135.33,3.0
0,,28,,2,80~89,,,0.0
0,,28,,2,90~99,,,0.0
0,31.0,31,1.0,1,20~29,4.28,221.6,557.0
0,31.0,31,1.0,1,30~39,4.17,324.9,2745.0
0,31.0,31,1.0,1,40~49,3.1,413.3,3168.0
0,31.0,31,1.0,1,50~59,1.4,438.15,1522.0
0,31.0,31,1.0,1,60~69,0.38,293.9,433.0
0,31.0,31,1.0,1,70~79,2.41,258.0,58.0
0,,31,,1,80~89,,,0.0
0,,31,,1,90~99,,,0.0
0,31.0,31,2.0,2,20~29,5.32,196.05,1291.0
0,31.0,31,2.0,2,30~39,3.39,245.0,2203.0
0,31.0,31,2.0,2,40~49,3.47,267.25,1518.0
0,31.0,31,2.0,2,50~59,2.93,244.3,494.0
0,31.0,31,2.0,2,60~69,3.82,225.0,81.0
0,31.0,31,2.0,2,70~79,2.83,231.83,4.0
0,31.0,31,2.0,2,80~89,,315.0,1.0
0,,31,,2,90~99,,,0.0
0,32.0,32,1.0,1,20~29,14.23,257.0,50.0
0,32.0,32,1.0,1,30~39,4.73,370.05,247.0
0,32.0,32,1.0,1,40~49,2.48,581.65,233.0
0,32.0,32,1.0,1,50~59,-0.78,523.2,70.0
0,32.0,32,1.0,1,60~69,-4.87,307.33,9.0
0,,32,,1,70~79,,,0.0
0,,32,,1,80~89,,,0.0
0,,32,,1,90~99,,,0.0
0,32.0,32,2.0,2,20~29,5.87,256.55,145.0
0,32.0,32,2.0,2,30~39,5.23,342.6,300.0
0,32.0,32,2.0,2,40~49,2.14,445.25,114.0
0,32.0,32,2.0,2,50~59,9.89,393.4,29.0
0,32.0,32,2.0,2,60~69,7.36,319.75,4.0
0,,32,,2,70~79,,,0.0
0,,32,,2,80~89,,,0.0
0,,32,,2,90~99,,,0.0
0,33.0,33,1.0,1,20~29,,247.33,5.0
0,33.0,33,1.0,1,30~39,7.53,317.65,48.0
0,33.0,33,1.0,1,40~49,3.41,418.75,40.0
0,33.0,33,1.0,1,50~59,0.0,464.9,39.0
0,33.0,33,1.0,1,60~69,-2.06,222.42,11.0
0,33.0,33,1.0,1,70~79,,224.0,1.0
0,,33,,1,80~89,,,0.0
0,,33,,1,90~99,,,0.0
0,33.0,33,2.0,2,20~29,15.96,162.88,27.0
0,33.0,33,2.0,2,30~39,4.05,209.6,56.0
0,33.0,33,2.0,2,40~49,3.22,253.7,57.0
0,33.0,33,2.0,2,50~59,-0.5,245.5,6.0
0,,33,,2,60~69,,,0.0
0,,33,,2,70~79,,,0.0
0,,33,,2,80~89,,,0.0
0,,33,,2,90~99,,,0.0
0,39.0,39,1.0,1,20~29,31.3,201.93,33.0
0,39.0,39,1.0,1,30~39,7.88,292.55,93.0
0,39.0,39,1.0,1,40~49,3.92,330.25,104.0
0,39.0,39,1.0,1,50~59,-1.83,324.5,36.0
0,39.0,39,1.0,1,60~69,7.08,266.12,25.0
0,39.0,39,1.0,1,70~79,-11.94,223.8,5.0
0,,39,,1,80~89,,,0.0
0,,39,,1,90~99,,,0.0
0,39.0,39,2.0,2,20~29,5.06,185.35,181.0
0,39.0,39,2.0,2,30~39,2.94,214.9,262.0
0,39.0,39,2.0,2,40~49,3.89,194.4,230.0
0,39.0,39,2.0,2,50~59,1.36,200.7,64.0
0,39.0,39,2.0,2,60~69,-0.49,235.83,15.0
0,39.0,39,2.0,2,70~79,-1.46,219.0,1.0
0,,39,,2,80~89,,,0.0
0,,39,,2,90~99,,,0.0
0,41.0,41,1.0,1,20~29,9.07,213.86,102.0
0,41.0,41,1.0,1,30~39,4.4,330.65,340.0
0,41.0,41,1.0,1,40~49,3.27,437.0,330.0
0,41.0,41,1.0,1,50~59,1.96,497.35,186.0
0,41.0,41,1.0,1,60~69,0.56,256.75,15.0
0,,41,,1,70~79,,,0.0
0,,41,,1,80~89,,,0.0
0,,41,,1,90~99,,,0.0
0,41.0,41,2.0,2,20~29,13.97,234.83,33.0
0,41.0,41,2.0,2,30~39,2.38,277.6,45.0
0,41.0,41,2.0,2,40~49,2.36,348.75,29.0
0,41.0,41,2.0,2,50~59,8.13,199.71,8.0
0,41.0,41,2.0,2,60~69,,224.0,1.0
0,,41,,2,70~79,,,0.0
0,,41,,2,80~89,,,0.0
0,,41,,2,90~99,,,0.0
0,42.0,42,1.0,1,20~29,11.51,203.71,27.0
0,42.0,42,1.0,1,30~39,0.53,309.7,79.0
0,42.0,42,1.0,1,40~49,5.43,342.95,94.0
0,42.0,42,1.0,1,50~59,-1.58,243.5,109.0
0,42.0,42,1.0,1,60~69,-3.15,160.1,118.0
0,42.0,42,1.0,1,70~79,-1.49,79.95,67.0
0,42.0,42,1.0,1,80~89,-0.04,63.5,3.0
0,,42,,1,90~99,,,0.0
0,42.0,42,2.0,2,20~29,10.97,173.65,197.0
0,42.0,42,2.0,2,30~39,1.79,208.55,272.0
0,42.0,42,2.0,2,40~49,1.48,181.35,412.0
0,42.0,42,2.0,2,50~59,2.33,176.7,622.0
0,42.0,42,2.0,2,60~69,2.55,158.45,475.0
0,42.0,42,2.0,2,70~79,-1.58,99.3,85.0
0,,42,,2,80~89,,,0.0
0,,42,,2,90~99,,,0.0
0,43.0,43,1.0,1,20~29,-4.2,165.15,67.0
0,43.0,43,1.0,1,30~39,7.85,333.0,99.0
0,43.0,43,1.0,1,40~49,0.01,312.75,142.0
0,43.0,43,1.0,1,50~59,1.61,310.45,105.0
0,43.0,43,1.0,1,60~69,-3.12,219.75,64.0
0,43.0,43,1.0,1,70~79,-31.14,189.64,10.0
0,,43,,1,80~89,,,0.0
0,,43,,1,90~99,,,0.0
0,43.0,43,2.0,2,20~29,11.34,213.56,41.0
0,43.0,43,2.0,2,30~39,5.96,273.25,52.0
0,43.0,43,2.0,2,40~49,5.28,218.35,37.0
0,43.0,43,2.0,2,50~59,-7.26,208.1,75.0
0,43.0,43,2.0,2,60~69,0.36,314.4,41.0
0,43.0,43,2.0,2,70~79,2.02,265.21,9.0
0,,43,,2,80~89,,,0.0
0,,43,,2,90~99,,,0.0
0,44.0,44,1.0,1,20~29,9.55,200.8,261.0
0,44.0,44,1.0,1,30~39,4.77,303.35,401.0
0,44.0,44,1.0,1,40~49,2.89,352.8,445.0
0,44.0,44,1.0,1,50~59,-1.51,352.8,275.0
0,44.0,44,1.0,1,60~69,-0.94,284.8,146.0
0,44.0,44,1.0,1,70~79,2.44,265.15,33.0
0,,44,,1,80~89,,,0.0
0,,44,,1,90~99,,,0.0
0,44.0,44,2.0,2,20~29,5.92,177.8,199.0
0,44.0,44,2.0,2,30~39,1.49,185.55,276.0
0,44.0,44,2.0,2,40~49,1.22,182.95,921.0
0,44.0,44,2.0,2,50~59,3.01,194.8,1360.0
0,44.0,44,2.0,2,60~69,-0.45,169.6,561.0
0,44.0,44,2.0,2,70~79,0.79,139.95,86.0
0,44.0,44,2.0,2,80~89,-1.06,65.5,2.0
0,,44,,2,90~99,,,0.0
0,51.0,51,1.0,1,20~29,8.13,213.28,136.0
0,51.0,51,1.0,1,30~39,4.75,302.95,533.0
0,51.0,51,1.0,1,40~49,2.41,366.75,622.0
0,51.0,51,1.0,1,50~59,-0.73,340.1,330.0
0,51.0,51,1.0,1,60~69,0.47,351.4,97.0
0,51.0,51,1.0,1,70~79,-2.02,187.3,36.0
0,,51,,1,80~89,,,0.0
0,,51,,1,90~99,,,0.0
0,51.0,51,2.0,2,20~29,19.41,183.11,23.0
0,51.0,51,2.0,2,30~39,20.41,271.45,106.0
0,51.0,51,2.0,2,40~49,0.09,253.3,347.0
0,51.0,51,2.0,2,50~59,-0.11,236.85,275.0
0,51.0,51,2.0,2,60~69,0.8,219.55,100.0
0,51.0,51,2.0,2,70~79,-4.76,141.67,14.0
0,,51,,2,80~89,,,0.0
0,,51,,2,90~99,,,0.0
0,52.0,52,1.0,1,20~29,5.99,190.1,315.0
0,52.0,52,1.0,1,30~39,4.44,289.35,956.0
0,52.0,52,1.0,1,40~49,3.41,394.75,991.0
0,52.0,52,1.0,1,50~59,-0.81,369.15,882.0
0,52.0,52,1.0,1,60~69,0.4,238.5,557.0
0,52.0,52,1.0,1,70~79,-1.11,148.55,186.0
0,52.0,52,1.0,1,80~89,-6.69,209.57,19.0
0,,52,,1,90~99,,,0.0
0,52.0,52,2.0,2,20~29,2.09,174.25,364.0
0,52.0,52,2.0,2,30~39,2.71,194.45,501.0
0,52.0,52,2.0,2,40~49,2.4,185.15,957.0
0,52.0,52,2.0,2,50~59,2.61,176.5,958.0
0,52.0,52,2.0,2,60~69,0.82,149.25,364.0
0,52.0,52,2.0,2,70~79,-0.49,99.85,119.0
0,52.0,52,2.0,2,80~89,-7.14,61.92,18.0
0,,52,,2,90~99,,,0.0
0,53.0,53,1.0,1,20~29,2.19,193.94,107.0
0,53.0,53,1.0,1,30~39,5.21,259.95,147.0
0,53.0,53,1.0,1,40~49,2.38,303.85,105.0
0,53.0,53,1.0,1,50~59,1.49,199.15,67.0
0,53.0,53,1.0,1,60~69,2.04,138.05,51.0
0,53.0,53,1.0,1,70~79,6.1,166.25,17.0
0,53.0,53,1.0,1,80~89,-4.11,217.0,4.0
0,,53,,1,90~99,,,0.0
0,53.0,53,2.0,2,20~29,6.85,185.05,80.0
0,53.0,53,2.0,2,30~39,5.6,178.7,131.0
0,53.0,53,2.0,2,40~49,3.87,194.35,183.0
0,53.0,53,2.0,2,50~59,3.31,185.45,142.0
0,53.0,53,2.0,2,60~69,-8.16,114.6,71.0
0,53.0,53,2.0,2,70~79,-10.95,85.0,23.0
0,53.0,53,2.0,2,80~89,-2.56,40.0,4.0
0,,53,,2,90~99,,,0.0
0,61.0,61,1.0,1,20~29,20.89,207.06,22.0
0,61.0,61,1.0,1,30~39,4.47,272.05,79.0
0,61.0,61,1.0,1,40~49,3.22,298.15,247.0
0,61.0,61,1.0,1,50~59,0.8,272.45,597.0
0,61.0,61,1.0,1,60~69,-1.1,177.75,1059.0
0,61.0,61,1.0,1,70~79,-0.48,97.95,838.0
0,61.0,61,1.0,1,80~89,-2.63,51.05,151.0
0,,61,,1,90~99,,,0.0
0,,61,,2,20~29,,,0.0
0,61.0,61,2.0,2,30~39,-1.51,112.5,4.0
0,61.0,61,2.0,2,40~49,-8.71,164.0,12.0
0,61.0,61,2.0,2,50~59,3.93,138.7,63.0
0,61.0,61,2.0,2,60~69,-3.0,67.75,152.0
0,61.0,61,2.0,2,70~79,-1.1,52.65,203.0
0,61.0,61,2.0,2,80~89,-0.88,42.06,51.0
0,61.0,61,2.0,2,90~99,,44.0,1.0
0,,62,,1,20~29,,,0.0
0,,62,,1,30~39,,,0.0
0,62.0,62,1.0,1,40~49,4.82,142.0,6.0
0,62.0,62,1.0,1,50~59,4.57,206.15,21.0
0,62.0,62,1.0,1,60~69,1.86,196.6,18.0
0,62.0,62,1.0,1,70~79,1.81,165.5,8.0
0,,62,,1,80~89,,,0.0
0,,62,,1,90~99,,,0.0
0,,62,,2,20~29,,,0.0
0,,62,,2,30~39,,,0.0
0,,62,,2,40~49,,,0.0
0,62.0,62,2.0,2,50~59,-7.58,127.33,3.0
0,62.0,62,2.0,2,60~69,-1.3,120.5,2.0
0,62.0,62,2.0,2,70~79,,29.0,1.0
0,,62,,2,80~89,,,0.0
0,,62,,2,90~99,,,0.0
0,63.0,63,1.0,1,20~29,4.5,295.5,4.0
0,63.0,63,1.0,1,30~39,-3.58,768.94,11.0
0,63.0,63,1.0,1,40~49,-0.88,434.8,34.0
0,63.0,63,1.0,1,50~59,5.53,341.05,67.0
0,63.0,63,1.0,1,60~69,1.76,243.85,45.0
0,63.0,63,1.0,1,70~79,6.44,229.38,9.0
0,,63,,1,80~89,,,0.0
0,,63,,1,90~99,,,0.0
0,,63,,2,20~29,,,0.0
0,,63,,2,30~39,,,0.0
0,,63,,2,40~49,,,0.0
0,63.0,63,2.0,2,50~59,,83.0,1.0
0,63.0,63,2.0,2,60~69,10.23,125.75,8.0
0,63.0,63,2.0,2,70~79,-0.17,128.38,8.0
0,63.0,63,2.0,2,80~89,-1.7,105.0,1.0
0,,63,,2,90~99,,,0.0
0,71.0,71,1.0,1,20~29,4.6,220.75,33.0
0,71.0,71,1.0,1,30~39,5.27,281.4,64.0
0,71.0,71,1.0,1,40~49,-0.99,332.4,80.0
0,71.0,71,1.0,1,50~59,0.91,282.2,89.0
0,71.0,71,1.0,1,60~69,-2.3,172.15,48.0
0,71.0,71,1.0,1,70~79,4.09,118.56,12.0
0,,71,,1,80~89,,,0.0
0,,71,,1,90~99,,,0.0
0,71.0,71,2.0,2,20~29,-1.46,225.2,33.0
0,71.0,71,2.0,2,30~39,17.36,169.8,49.0
0,71.0,71,2.0,2,40~49,8.58,152.25,89.0
0,71.0,71,2.0,2,50~59,3.82,173.6,148.0
0,71.0,71,2.0,2,60~69,5.69,152.55,43.0
0,71.0,71,2.0,2,70~79,-5.84,101.85,35.0
0,71.0,71,2.0,2,80~89,0.46,108.83,5.0
0,,71,,2,90~99,,,0.0
0,72.0,72,1.0,1,20~29,4.58,162.6,5.0
0,72.0,72,1.0,1,30~39,34.13,199.44,18.0
0,72.0,72,1.0,1,40~49,2.65,277.05,87.0
0,72.0,72,1.0,1,50~59,0.5,233.25,167.0
0,72.0,72,1.0,1,60~69,2.09,198.15,63.0
0,72.0,72,1.0,1,70~79,6.35,168.79,17.0
0,72.0,72,1.0,1,80~89,,132.0,1.0
0,72.0,72,1.0,1,90~99,12.88,149.0,1.0
0,72.0,72,2.0,2,20~29,-3.21,165.25,5.0
0,72.0,72,2.0,2,30~39,7.82,148.62,35.0
0,72.0,72,2.0,2,40~49,2.4,146.75,152.0
0,72.0,72,2.0,2,50~59,2.25,154.6,387.0
0,72.0,72,2.0,2,60~69,2.42,126.05,152.0
0,72.0,72,2.0,2,70~79,-4.04,55.2,9.0
0,72.0,72,2.0,2,80~89,-30.69,34.0,5.0
0,,72,,2,90~99,,,0.0
0,73.0,73,1.0,1,20~29,15.3,177.56,14.0
0,73.0,73,1.0,1,30~39,12.62,267.85,35.0
0,73.0,73,1.0,1,40~49,6.95,305.75,87.0
0,73.0,73,1.0,1,50~59,-0.29,297.9,140.0
0,73.0,73,1.0,1,60~69,2.13,357.1,54.0
0,73.0,73,1.0,1,70~79,-2.87,405.17,4.0
0,,73,,1,80~89,,,0.0
0,,73,,1,90~99,,,0.0
0,,73,,2,20~29,,,0.0
0,73.0,73,2.0,2,30~39,,168.0,2.0
0,73.0,73,2.0,2,40~49,1.24,150.79,9.0
0,73.0,73,2.0,2,50~59,5.43,164.05,14.0
0,73.0,73,2.0,2,60~69,6.68,218.0,1.0
0,,73,,2,70~79,,,0.0
0,,73,,2,80~89,,,0.0
0,,73,,2,90~99,,,0.0
0,74.0,74,1.0,1,20~29,14.37,243.39,66.0
0,74.0,74,1.0,1,30~39,6.09,312.8,247.0
0,74.0,74,1.0,1,40~49,3.08,329.25,266.0
0,74.0,74,1.0,1,50~59,0.52,296.8,359.0
0,74.0,74,1.0,1,60~69,-0.3,243.3,117.0
0,74.0,74,1.0,1,70~79,2.73,193.57,9.0
0,,74,,1,80~89,,,0.0
0,,74,,1,90~99,,,0.0
0,74.0,74,2.0,2,20~29,47.34,193.25,4.0
0,74.0,74,2.0,2,30~39,20.0,179.86,7.0
0,74.0,74,2.0,2,40~49,3.31,153.55,30.0
0,74.0,74,2.0,2,50~59,8.98,160.1,21.0
0,74.0,74,2.0,2,60~69,0.47,167.28,10.0
0,,74,,2,70~79,,,0.0
0,,74,,2,80~89,,,0.0
0,,74,,2,90~99,,,0.0
0,75.0,75,1.0,1,20~29,12.44,211.3,193.0
0,75.0,75,1.0,1,30~39,5.97,309.95,507.0
0,75.0,75,1.0,1,40~49,2.73,348.3,708.0
0,75.0,75,1.0,1,50~59,0.26,356.1,451.0
0,75.0,75,1.0,1,60~69,-0.75,224.9,129.0
0,75.0,75,1.0,1,70~79,-2.04,109.75,36.0
0,,75,,1,80~89,,,0.0
0,,75,,1,90~99,,,0.0
0,75.0,75,2.0,2,20~29,12.76,232.0,3.0
0,75.0,75,2.0,2,30~39,8.48,210.44,11.0
0,75.0,75,2.0,2,40~49,14.98,160.43,15.0
0,75.0,75,2.0,2,50~59,-3.31,209.83,4.0
0,75.0,75,2.0,2,60~69,-1.33,210.88,8.0
0,75.0,75,2.0,2,70~79,1.1,257.0,1.0
0,,75,,2,80~89,,,0.0
0,,75,,2,90~99,,,0.0
0,76.0,76,1.0,1,20~29,6.15,211.75,114.0
0,76.0,76,1.0,1,30~39,3.81,311.15,363.0
0,76.0,76,1.0,1,40~49,1.98,344.25,418.0
0,76.0,76,1.0,1,50~59,0.28,345.95,292.0
0,76.0,76,1.0,1,60~69,0.03,323.5,103.0
0,76.0,76,1.0,1,70~79,-1.17,109.0,1.0
0,,76,,1,80~89,,,0.0
0,,76,,1,90~99,,,0.0
0,76.0,76,2.0,2,20~29,24.2,210.67,3.0
0,76.0,76,2.0,2,30~39,2.46,209.1,18.0
0,76.0,76,2.0,2,40~49,4.54,147.3,30.0
0,76.0,76,2.0,2,50~59,9.17,212.78,13.0
0,,76,,2,60~69,,,0.0
0,,76,,2,70~79,,,0.0
0,,76,,2,80~89,,,0.0
0,,76,,2,90~99,,,0.0
0,77.0,77,1.0,1,20~29,3.67,194.85,78.0
0,77.0,77,1.0,1,30~39,3.25,271.95,284.0
0,77.0,77,1.0,1,40~49,2.37,342.85,313.0
0,77.0,77,1.0,1,50~59,0.01,325.9,118.0
0,77.0,77,1.0,1,60~69,0.18,191.14,22.0
0,,77,,1,70~79,,,0.0
0,,77,,1,80~89,,,0.0
